"","id","p_value","significant","significant_fdr"
"4084","AT3G48980","0.000112196486787712","TRUE","TRUE"
"1617","AT1G70505","0.000112350637362262","TRUE","TRUE"
"744","AT1G26340","0.000113068784111878","TRUE","TRUE"
"7274","AT5G64660","0.000113133290398445","TRUE","TRUE"
"3369","AT3G10230","0.00011359599796879","TRUE","TRUE"
"2031","AT2G04040","0.000117589810373552","TRUE","TRUE"
"5677","AT5G01015","0.00012437558104905","TRUE","TRUE"
"3731","AT3G22142","0.000126581746161011","TRUE","TRUE"
"5548","AT4G36430","0.000127322271583662","TRUE","TRUE"
"2991","AT2G44340","0.000127879221737655","TRUE","TRUE"
"7190","AT5G61920","0.000129636281151236","TRUE","TRUE"
"252","AT1G09250","0.000132232346870661","TRUE","TRUE"
"5872","AT5G08010","0.000132653521764451","TRUE","TRUE"
"1286","AT1G57790","0.000137035961190377","TRUE","TRUE"
"3945","AT3G42660","0.000139890785449539","TRUE","FALSE"
"3529","AT3G15115","0.000143899277058086","TRUE","FALSE"
"2099","AT2G13175","0.000144088756615343","TRUE","FALSE"
"4127","AT3G50890","0.000145574302331612","TRUE","FALSE"
"5419","AT4G32710","0.000146608590179663","TRUE","FALSE"
"3539","AT3G15400","0.000148925623239302","TRUE","FALSE"
"4875","AT4G15093","0.000149252825203323","TRUE","FALSE"
"4711","AT4G08830","0.000154272083969928","TRUE","FALSE"
"3176","AT3G03180","0.000157240731157087","TRUE","FALSE"
"2332","AT2G22890","0.000161248229525267","TRUE","TRUE"
"5012","AT4G19370","0.000169402230770881","TRUE","TRUE"
"6624","AT5G42110","0.000169489542766998","TRUE","TRUE"
"1098","AT1G50140","0.000171005756362079","TRUE","TRUE"
"3524","AT3G14980","0.00017477753575688","TRUE","TRUE"
"5853","AT5G07180","0.00017915880895116","TRUE","TRUE"
"1473","AT1G65730","0.000180713896805715","TRUE","TRUE"
"142","AT1G05690","0.00018215732838148","TRUE","TRUE"
"1822","AT1G76720","0.000184666365138265","TRUE","TRUE"
"6367","AT5G25240","0.000186472895612874","TRUE","TRUE"
"1464","AT1G65486","0.000193090422389382","TRUE","TRUE"
"598","AT1G20340","0.000195769934851565","TRUE","TRUE"
"4479","AT3G62470","0.000197073893953231","TRUE","TRUE"
"3208","AT3G04550","0.000204661303805745","TRUE","TRUE"
"3456","AT3G12977","0.000204700178591678","TRUE","TRUE"
"2115","AT2G14560","0.000206483368294284","TRUE","TRUE"
"6234","AT5G20110","0.000206512633641009","TRUE","TRUE"
"5367","AT4G30993","0.00021047459322478","TRUE","TRUE"
"1784","AT1G75770","0.000217511290505015","TRUE","TRUE"
"3823","AT3G25730","0.00022031715788569","TRUE","TRUE"
"5053","AT4G20940","0.000224495746968554","TRUE","TRUE"
"2263","AT2G20750","0.000227481176367574","TRUE","TRUE"
"3711","AT3G21230","0.000227922951459973","TRUE","TRUE"
"5882","AT5G08370","0.00022863870790054","TRUE","TRUE"
"1236","AT1G55260","0.000232953007782234","TRUE","TRUE"
"4183","AT3G52450","0.000235632936479259","TRUE","TRUE"
"2590","AT2G32100","0.000239595509718386","TRUE","TRUE"
"5322","AT4G29740","0.00025972460769157","TRUE","TRUE"
"4692","AT4G07820","0.000273554053425274","TRUE","TRUE"
"5900","AT5G09240","0.000278536416305622","TRUE","TRUE"
"2356","AT2G23680","0.000281486912612901","TRUE","TRUE"
"1524","AT1G67660","0.000292840090686857","TRUE","TRUE"
"5679","AT5G01075","0.000293382749650334","TRUE","TRUE"
"6349","AT5G24580","0.000294796842850835","TRUE","TRUE"
"3841","AT3G26230","0.000297644140985552","TRUE","TRUE"
"50","AT1G02360","0.000318457062136067","TRUE","TRUE"
"1514","AT1G67265","0.000319785854502396","TRUE","TRUE"
"535","AT1G18290","0.000320760743798398","TRUE","TRUE"
"2655","AT2G34355","0.000327720126846422","TRUE","TRUE"
"2851","AT2G40180","0.000327841516219707","TRUE","TRUE"
"775","AT1G27500","0.000331572612441854","TRUE","TRUE"
"5725","AT5G02470","0.000337306031642455","TRUE","TRUE"
"5302","AT4G28780","0.000338010106907939","TRUE","TRUE"
"6704","AT5G44390","0.000344214331893901","TRUE","TRUE"
"1414","AT1G63860","0.000345000459249834","TRUE","TRUE"
"1795","AT1G76070","0.000348236784343351","TRUE","TRUE"
"5551","AT4G36540","0.000353058487420468","TRUE","TRUE"
"5465","AT4G34060","0.000359859459364808","TRUE","TRUE"
"6987","AT5G54630","0.000360458110044366","TRUE","TRUE"
"7054","AT5G56960","0.000378172447231618","TRUE","TRUE"
"3164","AT3G02840","0.000391437073946606","TRUE","TRUE"
"5997","AT5G12340","0.000396580373107972","TRUE","TRUE"
"6364","AT5G25130","0.000398825751261987","TRUE","TRUE"
"4582","AT4G01915","0.000405245017625235","TRUE","TRUE"
"6116","AT5G16310","0.000405429121360294","TRUE","TRUE"
"4383","AT3G58690","0.000405916947066686","TRUE","TRUE"
"6786","AT5G47360","0.000406600977154423","TRUE","TRUE"
"4500","AT3G63160","0.000415419919480584","TRUE","TRUE"
"4950","AT4G17360","0.000420752756572436","TRUE","TRUE"
"1652","AT1G71520","0.000423001353485193","TRUE","TRUE"
"3900","AT3G28160","0.000435818678187181","TRUE","TRUE"
"4967","AT4G17810","0.000438524871712939","TRUE","TRUE"
"6144","AT5G17350","0.000440229129142938","TRUE","TRUE"
"5459","AT4G33970","0.000440966264094063","TRUE","TRUE"
"3093","AT2G47860","0.00044648419504075","TRUE","TRUE"
"4403","AT3G59420","0.000446562583565254","TRUE","TRUE"
"1553","AT1G68570","0.000449613171004744","TRUE","TRUE"
"1136","AT1G51820","0.000451418622757209","TRUE","TRUE"
"943","AT1G33055","0.000453212426283048","TRUE","TRUE"
"4195","AT3G52742","0.000457767404348384","TRUE","TRUE"
"842","AT1G29930","0.000458774437325063","TRUE","TRUE"
"474","AT1G16130","0.000464500769693026","TRUE","TRUE"
"5902","AT5G09320","0.000466703923510817","TRUE","TRUE"
"397","AT1G14170","0.000473148805148756","TRUE","TRUE"
"2425","AT2G26650","0.000476702800958288","TRUE","TRUE"
"846","AT1G29980","0.000480923610448222","TRUE","TRUE"
"607","AT1G20680","0.000482883085578261","TRUE","TRUE"
"4640","AT4G03960","0.000487803124939813","TRUE","TRUE"
"6249","AT5G20630","0.000496272360123174","TRUE","TRUE"
"2201","AT2G18350","0.000496483701306004","TRUE","TRUE"
"6516","AT5G38140","0.000499493473838708","TRUE","TRUE"
"5951","AT5G10930","0.000501065177116804","TRUE","TRUE"
"6985","AT5G54590","0.000515002391647965","TRUE","TRUE"
"1463","AT1G65481","0.000520663733254791","TRUE","TRUE"
"3860","AT3G26830","0.000526458528019998","TRUE","TRUE"
"65","AT1G02950","0.000528242021560972","TRUE","TRUE"
"4142","AT3G51340","0.000534940713565149","TRUE","TRUE"
"745","AT1G26380","0.000540331280871631","TRUE","TRUE"
"1355","AT1G61360","0.000544959610070992","TRUE","TRUE"
"343","AT1G12290","0.000545729639816938","TRUE","TRUE"
"4538","AT4G00755","0.000551434276350647","TRUE","TRUE"
"1901","AT1G79530","0.000551543828017945","TRUE","TRUE"
