"","id","p_value","significant","significant_fdr"
"1534","AT5G15110","0.000109993337753111","TRUE","TRUE"
"366","AT1G65486","0.000114944876746029","TRUE","TRUE"
"529","AT2G14520","0.000116099881107096","TRUE","TRUE"
"1399","AT4G37530","0.000140532272789066","TRUE","FALSE"
"340","AT1G61560","0.000158765963437071","TRUE","FALSE"
"1773","AT5G57510","0.000231292758537732","TRUE","FALSE"
"1156","AT4G03460","0.000243494972766754","TRUE","FALSE"
"1233","AT4G18480","0.000307877879254744","TRUE","FALSE"
"1452","AT5G04860","0.0003101414001353","TRUE","FALSE"
"1557","AT5G18150","0.000339181283707603","TRUE","FALSE"
"843","AT3G12130","0.000356582015930841","TRUE","FALSE"
"1162","AT4G04635","0.000639112057903226","TRUE","FALSE"
"1409","AT4G38840","0.00070061146907241","TRUE","FALSE"
"203","AT1G28560","0.000789825062830146","TRUE","FALSE"
"148","AT1G19950","0.000861670386350171","TRUE","FALSE"
"1758","AT5G55120","0.000871115288096424","TRUE","FALSE"
"1458","AT5G05690","0.00090226022933159","TRUE","FALSE"
"17","AT1G02920","0.000993719494947722","TRUE","FALSE"
"747","AT2G44380","0.00104636270714157","TRUE","FALSE"
"298","AT1G53310","0.00111005427035434","TRUE","FALSE"
"746","AT2G44370","0.00116284774782266","TRUE","FALSE"
"87","AT1G13650","0.00116748885100045","TRUE","FALSE"
"802","AT3G05030","0.00118592808555277","TRUE","FALSE"
"911","AT3G20800","0.00118660654021621","TRUE","FALSE"
"419","AT1G71520","0.00123830748853972","TRUE","FALSE"
"1194","AT4G12490","0.00125745098396937","TRUE","FALSE"
"281","AT1G51850","0.00132269661238379","TRUE","FALSE"
"1232","AT4G18430","0.00132475393139559","TRUE","FALSE"
"372","AT1G65845","0.00133039610378977","TRUE","FALSE"
"1473","AT5G08370","0.00140597809963916","TRUE","FALSE"
"1147","AT4G01995","0.00154216664945523","TRUE","FALSE"
"551","AT2G18193","0.00158163378996039","TRUE","FALSE"
"1588","AT5G24110","0.00171548283904328","TRUE","FALSE"
"280","AT1G51820","0.00173976930334801","TRUE","FALSE"
"345","AT1G62520","0.00177888193305588","TRUE","FALSE"
"1181","AT4G11170","0.00186478709275517","TRUE","FALSE"
"1188","AT4G12120","0.00187344369757767","TRUE","FALSE"
"225","AT1G31173","0.00192256204596636","TRUE","FALSE"
"718","AT2G40113","0.00195096050541722","TRUE","FALSE"
"1733","AT5G51100","0.00195335943640361","TRUE","FALSE"
"700","AT2G38210","0.00218707386374734","TRUE","FALSE"
"404","AT1G69520","0.0022224319249558","TRUE","FALSE"
"1218","AT4G16563","0.00232829331931696","TRUE","FALSE"
"888","AT3G16530","0.00234393035812935","TRUE","FALSE"
"864","AT3G13980","0.00239723291540189","TRUE","FALSE"
"664","AT2G33710","0.00305727241325247","TRUE","FALSE"
"1043","AT3G52050","0.00305739874495147","TRUE","FALSE"
"509","AT2G02010","0.00306494368612575","TRUE","FALSE"
"687","AT2G36330","0.00342528419310193","TRUE","FALSE"
"1668","AT5G42830","0.00343327763701792","TRUE","FALSE"
"1092","AT3G57040","0.00355753346056648","TRUE","FALSE"
"729","AT2G41420","0.00358227689652014","TRUE","FALSE"
"316","AT1G57790","0.00367845852461797","TRUE","FALSE"
"120","AT1G16130","0.00370360299994418","TRUE","FALSE"
"1441","AT5G03110","0.00371441699265913","TRUE","FALSE"
"822","AT3G08970","0.00381542229109272","TRUE","FALSE"
"41","AT1G07160","0.00390334170569954","TRUE","FALSE"
"988","AT3G45650","0.00402101295886039","TRUE","FALSE"
"1062","AT3G53650","0.00410694300101625","TRUE","FALSE"
"308","AT1G55260","0.00411820025355534","TRUE","FALSE"
"853","AT3G12977","0.00432382417700519","TRUE","FALSE"
"220","AT1G30755","0.00436554646763312","TRUE","FALSE"
"639","AT2G30750","0.00443145635161818","TRUE","FALSE"
"882","AT3G15570","0.00443349149111103","TRUE","FALSE"
"654","AT2G32100","0.00443552066544965","TRUE","FALSE"
"3","AT1G01170","0.00454152305123999","TRUE","FALSE"
"119","AT1G16090","0.00462088362629371","TRUE","FALSE"
"665","AT2G34170","0.00462126827993081","TRUE","FALSE"
"1287","AT4G23810","0.00496966487236155","TRUE","FALSE"
"376","AT1G66460","0.00503077025628536","TRUE","FALSE"
"394","AT1G68620","0.00504188240689544","TRUE","FALSE"
"1014","AT3G49170","0.00519295458820631","TRUE","FALSE"
"1835","AT5G64660","0.00558352599861537","TRUE","FALSE"
"1251","AT4G20280","0.00583998013475579","TRUE","FALSE"
"245","AT1G36622","0.00584023379932813","TRUE","FALSE"
"1612","AT5G26230","0.00618598501083974","TRUE","FALSE"
"1283","AT4G23540","0.00628637569742647","TRUE","FALSE"
"1066","AT3G54150","0.00631626617142407","TRUE","FALSE"
"1040","AT3G51470","0.00650964390039066","TRUE","FALSE"
