"X","id","p_value","significant","significant_fdr"
3272,"AT3G06770",0.000101398649874489,TRUE,TRUE
876,"AT1G30757",0.000112946874940745,TRUE,TRUE
1358,"AT1G61420",0.000115820271105666,TRUE,TRUE
5902,"AT5G09320",0.000122675468043949,TRUE,TRUE
50,"AT1G02360",0.000128443228882849,TRUE,TRUE
1897,"AT1G79460",0.000136049550687593,TRUE,TRUE
6598,"AT5G41160",0.000142480968345642,TRUE,TRUE
4781,"AT4G12020",0.000143665674194959,TRUE,TRUE
2,"AT1G01080",0.000147244750902043,TRUE,TRUE
2816,"AT2G39420",0.000157381769771179,TRUE,TRUE
5432,"AT4G33050",0.000162679709973005,TRUE,TRUE
1286,"AT1G57790",0.000167785654931248,TRUE,TRUE
6044,"AT5G13970",0.000167960442152211,TRUE,TRUE
6519,"AT5G38240",0.000168071062154997,TRUE,TRUE
1330,"AT1G60590",0.000170444666522729,TRUE,TRUE
6929,"AT5G52810",0.000182778196929617,TRUE,TRUE
5006,"AT4G19100",0.000183728812636725,TRUE,TRUE
2606,"AT2G32660",0.000188509674233091,TRUE,TRUE
4860,"AT4G14550",0.000190173267580903,TRUE,TRUE
5419,"AT4G32710",0.00019443284961462,TRUE,TRUE
6129,"AT5G16810",0.000197019996201919,TRUE,TRUE
2098,"AT2G12400",0.000197168188101214,TRUE,TRUE
2312,"AT2G22360",0.000211225216673447,TRUE,TRUE
7256,"AT5G64190",0.00021592610343537,TRUE,TRUE
2074,"AT2G06050",0.000216262399550032,TRUE,TRUE
4160,"AT3G51960",0.000217156040407635,TRUE,TRUE
6138,"AT5G17170",0.000220285242471352,TRUE,TRUE
3693,"AT3G20510",0.000223312673945706,TRUE,TRUE
1132,"AT1G51760",0.000235218837406013,TRUE,TRUE
3945,"AT3G42660",0.000236320476413979,TRUE,TRUE
3489,"AT3G13950",0.00023899942609686,TRUE,TRUE
6748,"AT5G45770",0.000239163582855343,TRUE,TRUE
558,"AT1G19250",0.000254187834544193,TRUE,TRUE
6109,"AT5G16170",0.000254680587862863,TRUE,TRUE
5741,"AT5G03110",0.000258656940957361,TRUE,TRUE
4800,"AT4G12730",0.00026029727816659,TRUE,TRUE
929,"AT1G32690",0.000278969901014188,TRUE,TRUE
1635,"AT1G70890",0.000290044734747397,TRUE,TRUE
2099,"AT2G13175",0.00030582880024752,TRUE,TRUE
4222,"AT3G53650",0.000305867659965537,TRUE,TRUE
1751,"AT1G74790",0.000328527054821197,TRUE,TRUE
4240,"AT3G54150",0.000330828076094386,TRUE,TRUE
1781,"AT1G75710",0.000355683402738888,TRUE,TRUE
3927,"AT3G29360",0.000356280842599532,TRUE,TRUE
2420,"AT2G26550",0.000414947118437746,TRUE,TRUE
6222,"AT5G19740",0.000430833122733634,TRUE,TRUE
5959,"AT5G11140",0.000430911707835488,TRUE,TRUE
1657,"AT1G71720",0.000435745014772557,TRUE,TRUE
1424,"AT1G64270",0.000438334049875339,TRUE,TRUE
4945,"AT4G17085",0.000443312368742425,TRUE,TRUE
4219,"AT3G53600",0.000444950896377144,TRUE,TRUE
4628,"AT4G03200",0.000445058138622252,TRUE,TRUE
6143,"AT5G17330",0.0004517480905988,TRUE,TRUE
3923,"AT3G29230",0.000460101096736431,TRUE,TRUE
872,"AT1G30700",0.000471458915912827,TRUE,TRUE
3176,"AT3G03180",0.000473541092727276,TRUE,TRUE
4985,"AT4G18430",0.00048078220988457,TRUE,TRUE
5331,"AT4G30020",0.000489924907886721,TRUE,TRUE
1749,"AT1G74590",0.000493927055099461,TRUE,TRUE
1740,"AT1G74300",0.000494001371367401,TRUE,TRUE
103,"AT1G04340",0.000494089272235274,TRUE,TRUE
2497,"AT2G29120",0.000504618987999914,TRUE,TRUE
3164,"AT3G02840",0.000535159288222814,TRUE,TRUE
6839,"AT5G49160",0.000576467982478215,TRUE,TRUE
5915,"AT5G09800",0.000578928026115539,TRUE,TRUE
6566,"AT5G40170",0.000624716213575948,TRUE,TRUE
6578,"AT5G40640",0.000636187661161592,TRUE,TRUE
3460,"AT3G13050",0.000646980693414886,TRUE,TRUE
3719,"AT3G21580",0.000649033969170766,TRUE,TRUE
3220,"AT3G04960",0.000666589620873627,TRUE,TRUE
1514,"AT1G67265",0.000666610348530772,TRUE,TRUE
2502,"AT2G29320",0.000700005468740626,TRUE,TRUE
6333,"AT5G24110",0.000705956730978711,TRUE,TRUE
5768,"AT5G03890",0.000723433050867679,TRUE,TRUE
2994,"AT2G44380",0.000738707719998976,TRUE,TRUE
4629,"AT4G03205",0.000741772245865241,TRUE,TRUE
2381,"AT2G24395",0.000750864374550406,TRUE,TRUE
874,"AT1G30730",0.000768201471359767,TRUE,TRUE
6453,"AT5G28910",0.000772284532499478,TRUE,TRUE
506,"AT1G17350",0.000774034740554362,TRUE,TRUE
2655,"AT2G34355",0.000782451496888657,TRUE,TRUE
2092,"AT2G10600",0.000830414158437541,TRUE,TRUE
3456,"AT3G12977",0.000841351238472392,TRUE,TRUE
7274,"AT5G64660",0.000850045685641693,TRUE,TRUE
4677,"AT4G05631",0.00085753825023985,TRUE,TRUE
7054,"AT5G56960",0.000863627712976885,TRUE,TRUE
1190,"AT1G53450",0.000864022632292682,TRUE,TRUE
943,"AT1G33055",0.000894925428506036,TRUE,TRUE
6857,"AT5G49920",0.000918469396852204,TRUE,TRUE
6092,"AT5G15680",0.000938604786797013,TRUE,TRUE
2087,"AT2G07739",0.000996172845935249,TRUE,TRUE
2233,"AT2G19640",0.000997043127825383,TRUE,TRUE
824,"AT1G29550",0.00101308949124361,TRUE,TRUE
7207,"AT5G62620",0.00101812258531941,TRUE,TRUE
7046,"AT5G56350",0.00102738189629603,TRUE,TRUE
3009,"AT2G44790",0.00104305591558043,TRUE,TRUE
