"","id","p_value","significant","significant_fdr"
"364","AT1G65390","0.000149500919919367","TRUE","TRUE"
"690","AT2G36690","0.000153554787721124","TRUE","TRUE"
"1590","AT5G24230","0.000168098846209322","TRUE","TRUE"
"1052","AT3G52450","0.000190309738532342","TRUE","FALSE"
"840","AT3G11330","0.000203830515936881","TRUE","FALSE"
"816","AT3G07540","0.000209475872290368","TRUE","FALSE"
"308","AT1G55260","0.000237326421307763","TRUE","FALSE"
"1272","AT4G22890","0.000310131618918781","TRUE","FALSE"
"1481","AT5G09660","0.000320602167084778","TRUE","FALSE"
"1837","AT5G64905","0.000365109846828268","TRUE","FALSE"
"1848","AT5G67080","0.000387637313592449","TRUE","FALSE"
"1455","AT5G05340","0.000412788580157476","TRUE","FALSE"
"1809","AT5G61560","0.000595274128346661","TRUE","FALSE"
"984","AT3G45290","0.000663510161658172","TRUE","FALSE"
"1465","AT5G07100","0.000707212112732225","TRUE","FALSE"
"1610","AT5G26180","0.000832105689233454","TRUE","FALSE"
"864","AT3G13980","0.000908034364242125","TRUE","FALSE"
"1597","AT5G24580","0.00091805808837334","TRUE","FALSE"
"112","AT1G15550","0.00101908184642147","TRUE","FALSE"
"187","AT1G25220","0.00108087329376044","TRUE","FALSE"
"1673","AT5G43580","0.00122579573364584","TRUE","FALSE"
"314","AT1G56260","0.00126070789831672","TRUE","FALSE"
"1077","AT3G55150","0.00134266899855667","TRUE","FALSE"
"1378","AT4G35100","0.00137319079815439","TRUE","FALSE"
"1613","AT5G26920","0.00145159538900358","TRUE","FALSE"
"76","AT1G12845","0.00165304744933036","TRUE","FALSE"
"1758","AT5G55120","0.00175706904102909","TRUE","FALSE"
"666","AT2G34250","0.00175759274378555","TRUE","FALSE"
"1195","AT4G12500","0.00184968165718202","TRUE","FALSE"
"746","AT2G44370","0.00186463120787823","TRUE","FALSE"
"1179","AT4G10600","0.00198410648005662","TRUE","FALSE"
"98","AT1G14540","0.0020626747645828","TRUE","FALSE"
"471","AT1G77380","0.00211158539144943","TRUE","FALSE"
"529","AT2G14520","0.0021835750298799","TRUE","FALSE"
"1462","AT5G06570","0.00222622619774609","TRUE","FALSE"
"1688","AT5G44785","0.00223631165586463","TRUE","FALSE"
"1473","AT5G08370","0.00224444261783514","TRUE","FALSE"
"1233","AT4G18480","0.00230658590046994","TRUE","FALSE"
"36","AT1G06620","0.00231678473297393","TRUE","FALSE"
"1424","AT5G01450","0.00250746837785909","TRUE","FALSE"
