"","id","p_value","significant","significant_fdr"
"4584","AT4G01935","0.000100190984449377","TRUE","TRUE"
"1354","AT1G61310","0.000103736890776778","TRUE","TRUE"
"378","AT1G13520","0.000103902177660354","TRUE","TRUE"
"6276","AT5G22270","0.000105225050518575","TRUE","TRUE"
"4316","AT3G56270","0.000105243105415585","TRUE","TRUE"
"2343","AT2G23180","0.000105733169417681","TRUE","TRUE"
"1514","AT1G67265","0.000107059263733482","TRUE","TRUE"
"6144","AT5G17350","0.000107585469048288","TRUE","TRUE"
"1875","AT1G78570","0.000109913124898797","TRUE","TRUE"
"5459","AT4G33970","0.000113055436559034","TRUE","TRUE"
"4874","AT4G15070","0.000118510831174357","TRUE","TRUE"
"533","AT1G18265","0.000119011924842337","TRUE","TRUE"
"905","AT1G31920","0.000120225188581235","TRUE","TRUE"
"2851","AT2G40180","0.000123883070035324","TRUE","TRUE"
"1600","AT1G69900","0.000124171412412675","TRUE","FALSE"
"3146","AT3G02210","0.000124853495307754","TRUE","FALSE"
"2242","AT2G20110","0.00012486711137165","TRUE","FALSE"
"918","AT1G32350","0.000125286604301369","TRUE","FALSE"
"875","AT1G30755","0.000128317789936595","TRUE","TRUE"
"3399","AT3G11110","0.000130968529538509","TRUE","TRUE"
"7297","AT5G65390","0.000131014586052655","TRUE","TRUE"
"6312","AT5G23330","0.000132136623466289","TRUE","TRUE"
"7333","AT5G66480","0.000136288906795132","TRUE","TRUE"
"6672","AT5G43580","0.00013876190287432","TRUE","TRUE"
"6519","AT5G38240","0.000143689809279716","TRUE","TRUE"
"7366","AT5G67450","0.000144224607103119","TRUE","TRUE"
"479","AT1G16310","0.000145858575172681","TRUE","TRUE"
"5551","AT4G36540","0.000148358877635124","TRUE","TRUE"
"4945","AT4G17085","0.000148413626007831","TRUE","TRUE"
"4240","AT3G54150","0.000148610384268209","TRUE","TRUE"
"57","AT1G02520","0.000148659086983105","TRUE","TRUE"
"2204","AT2G18560","0.000150304750447724","TRUE","TRUE"
"5959","AT5G11140","0.000151764589471607","TRUE","TRUE"
"2662","AT2G34510","0.00015750913022604","TRUE","TRUE"
"7305","AT5G65640","0.000158941925712702","TRUE","TRUE"
"1280","AT1G56720","0.000167144458664327","TRUE","TRUE"
"6143","AT5G17330","0.000167584482033792","TRUE","TRUE"
"3206","AT3G04450","0.0001677867376714","TRUE","TRUE"
"6079","AT5G15310","0.000168752514557199","TRUE","TRUE"
"2891","AT2G41400","0.000168897621457016","TRUE","TRUE"
"1149","AT1G52240","0.000176918070968443","TRUE","TRUE"
"530","AT1G18200","0.000176998683874806","TRUE","TRUE"
"4939","AT4G16880","0.000177608957445132","TRUE","TRUE"
"996","AT1G40091","0.000177671598627493","TRUE","TRUE"
"2252","AT2G20370","0.000177754684835308","TRUE","TRUE"
"4160","AT3G51960","0.000182710325828305","TRUE","TRUE"
"5066","AT4G21390","0.0001918257210193","TRUE","TRUE"
"59","AT1G02610","0.000193940465956497","TRUE","TRUE"
"2781","AT2G38460","0.000196942937534126","TRUE","TRUE"
"5634","AT4G38840","0.000204706425619266","TRUE","TRUE"
"4995","AT4G18830","0.000205976567364469","TRUE","TRUE"
"6252","AT5G20700","0.000210393308550532","TRUE","TRUE"
"5212","AT4G25845","0.000217228582915286","TRUE","TRUE"
"1286","AT1G57790","0.000218452222745506","TRUE","TRUE"
"6689","AT5G44010","0.00022274330179875","TRUE","TRUE"
"5580","AT4G37320","0.000225947396838408","TRUE","TRUE"
"3529","AT3G15115","0.000228993950866471","TRUE","TRUE"
"1812","AT1G76405","0.000234103403122619","TRUE","TRUE"
"3543","AT3G15518","0.000235014020488556","TRUE","TRUE"
"6770","AT5G46690","0.000239194623108644","TRUE","TRUE"
"6354","AT5G24760","0.00023972916616944","TRUE","TRUE"
"5696","AT5G01550","0.000241080189983919","TRUE","TRUE"
"3026","AT2G45400","0.000242851009498177","TRUE","TRUE"
"6786","AT5G47360","0.000244368046660991","TRUE","TRUE"
"1929","AT1G80190","0.000244394617432182","TRUE","TRUE"
"5257","AT4G27700","0.000248644542764925","TRUE","TRUE"
"4544","AT4G00950","0.000258331740616646","TRUE","TRUE"
"6449","AT5G28770","0.000261086438579207","TRUE","TRUE"
"2228","AT2G19350","0.000262767828116079","TRUE","TRUE"
"6016","AT5G13220","0.000263376629786566","TRUE","TRUE"
"814","AT1G29195","0.000264256652313187","TRUE","TRUE"
"4003","AT3G46280","0.000268814869898228","TRUE","TRUE"
"1361","AT1G61610","0.000268941060985017","TRUE","TRUE"
"4852","AT4G14370","0.000269494109110977","TRUE","TRUE"
"1358","AT1G61420","0.000271647682228834","TRUE","TRUE"
"775","AT1G27500","0.000271706037967631","TRUE","TRUE"
"3265","AT3G06490","0.000277988682184999","TRUE","TRUE"
"2582","AT2G31820","0.000281434822306582","TRUE","TRUE"
"7230","AT5G63490","0.000281670857228514","TRUE","TRUE"
"1292","AT1G58190","0.000282223148013419","TRUE","TRUE"
