"X","id","p_value","significant","significant_fdr"
4180,"AT3G52400",0.000122471129218922,TRUE,FALSE
1980,"AT2G01720",0.000124352116481306,TRUE,FALSE
1456,"AT1G65230",0.000134017120055825,TRUE,FALSE
3885,"AT3G27690",0.000149484272787195,TRUE,FALSE
5404,"AT4G32285",0.000243022116162629,TRUE,FALSE
3267,"AT3G06510",0.000283320554461779,TRUE,FALSE
1779,"AT1G75660",0.000311491151984239,TRUE,FALSE
5016,"AT4G19530",0.000339135047613376,TRUE,FALSE
963,"AT1G33960",0.000389120622847098,TRUE,FALSE
6454,"AT5G30510",0.000412174348744746,TRUE,FALSE
4806,"AT4G12917",0.000473378130231702,TRUE,FALSE
7187,"AT5G61890",0.000476359083780265,TRUE,FALSE
5342,"AT4G30350",0.000499707664907594,TRUE,FALSE
4917,"AT4G16260",0.000507767303537584,TRUE,FALSE
2972,"AT2G43620",0.000572133304207682,TRUE,FALSE
1319,"AT1G60000",0.000603545459162105,TRUE,FALSE
2438,"AT2G26930",0.000616670921268265,TRUE,FALSE
1220,"AT1G54410",0.000633323088085782,TRUE,FALSE
4769,"AT4G11670",0.000670188926679782,TRUE,FALSE
4419,"AT3G60320",0.000700870778634796,TRUE,FALSE
3590,"AT3G16910",0.000703158055290086,TRUE,FALSE
2585,"AT2G31880",0.000737666573193591,TRUE,FALSE
234,"AT1G08750",0.000748579657785789,TRUE,FALSE
3756,"AT3G22960",0.000758348723545236,TRUE,FALSE
5375,"AT4G31340",0.000843000851616242,TRUE,FALSE
572,"AT1G19660",0.000924718470675862,TRUE,FALSE
6497,"AT5G36935",0.00101903566669416,TRUE,FALSE
4130,"AT3G50930",0.00109015215131321,TRUE,FALSE
414,"AT1G14580",0.00109412938162339,TRUE,FALSE
3411,"AT3G11660",0.00114146692505356,TRUE,FALSE
3184,"AT3G03710",0.00114516014239507,TRUE,FALSE
1659,"AT1G71780",0.00116659591167237,TRUE,FALSE
6508,"AT5G37600",0.00117804959589242,TRUE,FALSE
4660,"AT4G04800",0.00121625891693273,TRUE,FALSE
7326,"AT5G66190",0.00122358813637771,TRUE,FALSE
4053,"AT3G48140",0.00126053360115973,TRUE,FALSE
796,"AT1G28370",0.00126069254840778,TRUE,FALSE
6938,"AT5G53050",0.00126074321521239,TRUE,FALSE
3311,"AT3G07770",0.00137504566166833,TRUE,FALSE
4501,"AT3G63190",0.00141853923060936,TRUE,FALSE
1582,"AT1G69360",0.00145907042673182,TRUE,FALSE
4554,"AT4G01290",0.00146492156476892,TRUE,FALSE
1431,"AT1G64430",0.00153586069308774,TRUE,FALSE
6368,"AT5G25260",0.00153608068701071,TRUE,FALSE
1255,"AT1G55920",0.00158000858575068,TRUE,FALSE
4168,"AT3G52155",0.00160235735177432,TRUE,FALSE
3695,"AT3G20670",0.00161774977083959,TRUE,FALSE
5965,"AT5G11340",0.00167382451853404,TRUE,FALSE
1593,"AT1G69700",0.00171128183407205,TRUE,FALSE
3205,"AT3G04360",0.00190003933059524,TRUE,FALSE
3018,"AT2G45190",0.00218321509895624,TRUE,FALSE
5109,"AT4G23030",0.00227010531363097,TRUE,FALSE
226,"AT1G08540",0.00229446396747896,TRUE,FALSE
2717,"AT2G36390",0.00230745732247198,TRUE,FALSE
5931,"AT5G10480",0.00236932303707854,TRUE,FALSE
7067,"AT5G57220",0.00236942645276123,TRUE,FALSE
3864,"AT3G26980",0.00236969773277312,TRUE,FALSE
2586,"AT2G31890",0.00241002106454212,TRUE,FALSE
4065,"AT3G48500",0.00251419673385562,TRUE,FALSE
4773,"AT4G11850",0.00251523245572037,TRUE,FALSE
2939,"AT2G42600",0.00265148801667515,TRUE,FALSE
1308,"AT1G59710",0.00269060756315041,TRUE,FALSE
1764,"AT1G75210",0.00269255955922531,TRUE,FALSE
3765,"AT3G23250",0.00274447596624698,TRUE,FALSE
4486,"AT3G62700",0.00278554667363173,TRUE,FALSE
6396,"AT5G26360",0.00288180475016157,TRUE,FALSE
3136,"AT3G02050",0.00291312122471185,TRUE,FALSE
6314,"AT5G23510",0.0029216470988458,TRUE,FALSE
4636,"AT4G03460",0.00292446790602306,TRUE,FALSE
623,"AT1G21240",0.00296765443638465,TRUE,FALSE
7258,"AT5G64270",0.00305652066469807,TRUE,FALSE
5634,"AT4G38860",0.00305854229618523,TRUE,FALSE
3214,"AT3G04760",0.00315501239533442,TRUE,FALSE
6340,"AT5G24314",0.00335614505257356,TRUE,FALSE
3810,"AT3G25500",0.00339048463039783,TRUE,FALSE
3290,"AT3G07230",0.00345596199548141,TRUE,FALSE
2352,"AT2G23460",0.00355501505197484,TRUE,FALSE
5211,"AT4G25845",0.00356836379811567,TRUE,FALSE
2664,"AT2G34560",0.00357393531941334,TRUE,FALSE
4314,"AT3G56190",0.00376111794968842,TRUE,FALSE
168,"AT1G06620",0.00376193413864964,TRUE,FALSE
1254,"AT1G55910",0.00376243158864899,TRUE,FALSE
741,"AT1G26150",0.00385615184587519,TRUE,FALSE
3905,"AT3G28580",0.00392777721507844,TRUE,FALSE
1540,"AT1G68190",0.00392799567815554,TRUE,FALSE
513,"AT1G17650",0.00392843615342501,TRUE,FALSE
1129,"AT1G51680",0.0040416174923994,TRUE,FALSE
1234,"AT1G55140",0.00404401807197364,TRUE,FALSE
5117,"AT4G23230",0.00404592518661546,TRUE,FALSE
4677,"AT4G05635",0.00409216297191339,TRUE,FALSE
3944,"AT3G42660",0.00410657464766651,TRUE,FALSE
1652,"AT1G71520",0.00412658128958612,TRUE,FALSE
4033,"AT3G47540",0.00412678843126249,TRUE,FALSE
1408,"AT1G63740",0.00412703484092255,TRUE,FALSE
5052,"AT4G20940",0.00420122516203834,TRUE,FALSE
1281,"AT1G57540",0.00428897480754975,TRUE,FALSE
288,"AT1G10370",0.0043898106743509,TRUE,FALSE
609,"AT1G20810",0.00439741253938854,TRUE,FALSE
1633,"AT1G70820",0.00444397950298853,TRUE,FALSE
5120,"AT4G23280",0.00461081112046304,TRUE,FALSE
921,"AT1G32450",0.00462144576320205,TRUE,FALSE
7224,"AT5G63180",0.00462919004087744,TRUE,FALSE
6199,"AT5G19110",0.00469195689614208,TRUE,FALSE
2669,"AT2G34660",0.004786743591433,TRUE,FALSE
2504,"AT2G29360",0.00490974964839583,TRUE,FALSE
1978,"AT2G01660",0.00497137580901374,TRUE,FALSE
601,"AT1G20450",0.00498027598862643,TRUE,FALSE
1949,"AT1G80840",0.00502325405545719,TRUE,FALSE
5157,"AT4G24110",0.00503064596912788,TRUE,FALSE
5343,"AT4G30390",0.00503128232834587,TRUE,FALSE
5972,"AT5G11550",0.00503306366205658,TRUE,FALSE
1378,"AT1G62310",0.00508141463783729,TRUE,FALSE
3995,"AT3G45860",0.00509436749172996,TRUE,FALSE
5762,"AT5G03700",0.00519216907459254,TRUE,FALSE
5557,"AT4G36670",0.00520389097945682,TRUE,FALSE
3317,"AT3G08030",0.00520642420983123,TRUE,FALSE
6534,"AT5G38895",0.00528827292459676,TRUE,FALSE
1463,"AT1G65481",0.00544833950859334,TRUE,FALSE
1498,"AT1G66700",0.00556166816672754,TRUE,FALSE
1967,"AT2G01460",0.0055620828026124,TRUE,FALSE
6504,"AT5G37490",0.00559478853197892,TRUE,FALSE
2400,"AT2G25625",0.00560710142994938,TRUE,FALSE
450,"AT1G15510",0.00565827909420767,TRUE,FALSE
1838,"AT1G77280",0.0058987011420598,TRUE,FALSE
6243,"AT5G20400",0.00589877713906941,TRUE,FALSE
5676,"AT5G01015",0.00608693075118006,TRUE,FALSE
5145,"AT4G23820",0.00608739460509417,TRUE,FALSE
6995,"AT5G54855",0.00608861982556206,TRUE,FALSE
3623,"AT3G18250",0.00610186868807378,TRUE,FALSE
4191,"AT3G52720",0.00614653518051178,TRUE,FALSE
4736,"AT4G10120",0.00616648874902955,TRUE,FALSE
831,"AT1G29750",0.00619003216114911,TRUE,FALSE
1270,"AT1G56300",0.00619008579386094,TRUE,FALSE
2328,"AT2G22840",0.00633288262593997,TRUE,FALSE
16,"AT1G01480",0.00642050826921063,TRUE,FALSE
1347,"AT1G61170",0.00650947911155814,TRUE,FALSE
946,"AT1G33170",0.00650959115589451,TRUE,FALSE
7049,"AT5G56610",0.00650965818110411,TRUE,FALSE
6283,"AT5G22560",0.00651074785715983,TRUE,FALSE
4890,"AT4G15545",0.00651880304433072,TRUE,FALSE
2118,"AT2G14835",0.00652372564109165,TRUE,FALSE
1399,"AT1G63440",0.0065424339105249,TRUE,FALSE
1100,"AT1G50270",0.00656464582621125,TRUE,FALSE
6991,"AT5G54770",0.00657318334241338,TRUE,FALSE
2086,"AT2G07738",0.006629526879775,TRUE,FALSE
585,"AT1G19950",0.00680538239677,TRUE,FALSE
376,"AT1G13470",0.00693892354884275,TRUE,FALSE
6721,"AT5G44800",0.00703421630304992,TRUE,FALSE
986,"AT1G35680",0.00707997044474696,TRUE,FALSE
1731,"AT1G74010",0.00708332127348165,TRUE,FALSE
127,"AT1G05070",0.00712407135622218,TRUE,FALSE
5712,"AT5G02050",0.00712428723900656,TRUE,FALSE
3005,"AT2G44710",0.00712539657218745,TRUE,FALSE
846,"AT1G29980",0.00714995203230469,TRUE,FALSE
6714,"AT5G44585",0.00728437073324587,TRUE,FALSE
5988,"AT5G12040",0.00729560168987306,TRUE,FALSE
5694,"AT5G01540",0.00730617573034385,TRUE,FALSE
2436,"AT2G26910",0.00730655006462858,TRUE,FALSE
5434,"AT4G33160",0.00743696823317566,TRUE,FALSE
524,"AT1G17880",0.00748066851579654,TRUE,FALSE
6689,"AT5G44020",0.00765222529244952,TRUE,FALSE
3940,"AT3G33530",0.00773028128600664,TRUE,FALSE
4428,"AT3G60540",0.00782236639643718,TRUE,FALSE
2993,"AT2G44370",0.00790779152911147,TRUE,FALSE
