"","id","p_value","significant","significant_fdr"
"1635","AT1G70890","0.000102611331377699","TRUE","TRUE"
"381","AT1G13650","0.00010679784466805","TRUE","TRUE"
"1358","AT1G61420","0.000113358545952387","TRUE","TRUE"
"4834","AT4G13800","0.000116307026369608","TRUE","TRUE"
"7034","AT5G55970","0.000117543837054077","TRUE","TRUE"
"1100","AT1G50270","0.000122498972004988","TRUE","TRUE"
"1375","AT1G62250","0.000123255681648478","TRUE","TRUE"
"4207","AT3G53150","0.000132979722040002","TRUE","TRUE"
"3680","AT3G19970","0.000139189384161943","TRUE","TRUE"
"7139","AT5G59670","0.000140130462572847","TRUE","TRUE"
"472","AT1G16090","0.000140369114197771","TRUE","TRUE"
"4222","AT3G53650","0.000143219460296526","TRUE","TRUE"
"2653","AT2G34170","0.00014328741772387","TRUE","TRUE"
"2508","AT2G29470","0.000143636447874086","TRUE","TRUE"
"5089","AT4G22070","0.000157236723168469","TRUE","FALSE"
"312","AT1G11060","0.000161101929484255","TRUE","FALSE"
"181","AT1G07130","0.000174353358033937","TRUE","FALSE"
"4001","AT3G46110","0.000176840093496528","TRUE","FALSE"
"6333","AT5G24110","0.000196858389723096","TRUE","FALSE"
"1409","AT1G63750","0.000203768876434723","TRUE","FALSE"
"5659","AT4G39770","0.000216822249838886","TRUE","FALSE"
"4854","AT4G14420","0.000221576363541393","TRUE","FALSE"
"1407","AT1G63720","0.000224740646283539","TRUE","FALSE"
"5353","AT4G30610","0.000228140102198409","TRUE","FALSE"
"1135","AT1G51800","0.000235128049032616","TRUE","FALSE"
"6758","AT5G46210","0.000237485247888962","TRUE","FALSE"
"2089","AT2G08986","0.000244141118372085","TRUE","FALSE"
"51","AT1G02400","0.000248698592259427","TRUE","FALSE"
"5212","AT4G25845","0.000249375908730189","TRUE","FALSE"
"4998","AT4G18950","0.000252817553320762","TRUE","FALSE"
"610","AT1G20823","0.000254369732690037","TRUE","FALSE"
"2227","AT2G19340","0.000264991513767994","TRUE","FALSE"
"6519","AT5G38240","0.000270214595630321","TRUE","FALSE"
"940","AT1G33030","0.000270273093964037","TRUE","FALSE"
"1494","AT1G66570","0.000274261831434141","TRUE","FALSE"
"6296","AT5G22930","0.000279283078056388","TRUE","FALSE"
"1769","AT1G75290","0.000279292682508183","TRUE","FALSE"
"1533","AT1G67920","0.000280990119436649","TRUE","FALSE"
"5617","AT4G38400","0.000283280774956281","TRUE","FALSE"
"6153","AT5G17600","0.000290296468194026","TRUE","FALSE"
"6598","AT5G41160","0.000305799749980282","TRUE","FALSE"
"1179","AT1G53230","0.0003066190302593","TRUE","FALSE"
"5597","AT4G37780","0.000319238571788307","TRUE","FALSE"
"7286","AT5G65130","0.000319739772986486","TRUE","FALSE"
"7281","AT5G64905","0.000326422848341801","TRUE","FALSE"
"5345","AT4G30400","0.000339188124622197","TRUE","FALSE"
"2201","AT2G18350","0.000341489146961993","TRUE","FALSE"
"1424","AT1G64270","0.000356480986765061","TRUE","FALSE"
"1280","AT1G56720","0.000371072256389088","TRUE","FALSE"
"6985","AT5G54590","0.000376720675216484","TRUE","FALSE"
"7028","AT5G55760","0.000380757527887532","TRUE","FALSE"
"3711","AT3G21230","0.000413374228091863","TRUE","FALSE"
"1963","AT2G01340","0.000418816549580029","TRUE","FALSE"
"2535","AT2G30420","0.000425910748899876","TRUE","FALSE"
"5217","AT4G26060","0.000432453502391738","TRUE","FALSE"
"5839","AT5G06660","0.000449933552440016","TRUE","FALSE"
"1667","AT1G72060","0.000463587293111474","TRUE","FALSE"
"4147","AT3G51470","0.000476319181435819","TRUE","FALSE"
"5946","AT5G10800","0.000476346113993002","TRUE","FALSE"
"1441","AT1G64770","0.000489775585818289","TRUE","FALSE"
"6387","AT5G25930","0.000503513677423575","TRUE","FALSE"
"4437","AT3G60860","0.000511342685135498","TRUE","FALSE"
"5864","AT5G07580","0.000517685808282619","TRUE","FALSE"
"4373","AT3G58070","0.000520615055605235","TRUE","FALSE"
"2242","AT2G20110","0.000532836344071913","TRUE","FALSE"
"4808","AT4G12970","0.000547994241437603","TRUE","FALSE"
"3674","AT3G19820","0.000559313414471489","TRUE","FALSE"
"4979","AT4G18220","0.000562118286096943","TRUE","FALSE"
"2117","AT2G14660","0.000563968350754682","TRUE","FALSE"
"5741","AT5G03110","0.000572768063844364","TRUE","FALSE"
"2813","AT2G39380","0.000572940716800471","TRUE","FALSE"
"4197","AT3G52800","0.00057471016630486","TRUE","FALSE"
"2034","AT2G04160","0.00058943945419196","TRUE","FALSE"
"153","AT1G06160","0.000615726541123525","TRUE","FALSE"
"1981","AT2G01750","0.000619468395039527","TRUE","FALSE"
"2460","AT2G27690","0.000635388798738792","TRUE","FALSE"
"1871","AT1G78450","0.000637934521139159","TRUE","FALSE"
"4469","AT3G62150","0.000646981924576541","TRUE","FALSE"
"3450","AT3G12770","0.000656590031959032","TRUE","FALSE"
"7348","AT5G67080","0.000667560329450433","TRUE","FALSE"
"379","AT1G13550","0.000669450080417984","TRUE","FALSE"
"5167","AT4G24415","0.000674640317813131","TRUE","FALSE"
"6973","AT5G54260","0.00067547057287918","TRUE","FALSE"
"3489","AT3G13950","0.000684805825911664","TRUE","FALSE"
"4450","AT3G61390","0.000725244544275476","TRUE","FALSE"
"507","AT1G17380","0.000728689877142039","TRUE","FALSE"
"4259","AT3G54890","0.0007586072936361","TRUE","FALSE"
"5642","AT4G39040","0.000777609994442215","TRUE","FALSE"
"1308","AT1G59710","0.000777743892060438","TRUE","FALSE"
"4945","AT4G17085","0.000812666443018211","TRUE","FALSE"
"3607","AT3G17640","0.000835469771685252","TRUE","FALSE"
"1193","AT1G53540","0.000860847411268739","TRUE","FALSE"
"6736","AT5G45380","0.000866344574761395","TRUE","FALSE"
"1361","AT1G61610","0.000870764586960507","TRUE","FALSE"
"4398","AT3G59310","0.000875268182518785","TRUE","FALSE"
"3855","AT3G26670","0.000888545569459267","TRUE","FALSE"
"7190","AT5G61920","0.000906228796238016","TRUE","FALSE"
"3880","AT3G27460","0.000906766147137993","TRUE","FALSE"
"6876","AT5G50740","0.00091071796809718","TRUE","FALSE"
"5365","AT4G30940","0.000941283351334087","TRUE","FALSE"
"621","AT1G21120","0.000950887356653231","TRUE","FALSE"
"3730","AT3G22121","0.000995124047115675","TRUE","FALSE"
"5958","AT5G11090","0.0010080217240681","TRUE","FALSE"
"1901","AT1G79530","0.00100816620047536","TRUE","FALSE"
"5754","AT5G03390","0.00100852992793884","TRUE","FALSE"
"2499","AT2G29200","0.00101538076437676","TRUE","FALSE"
"2031","AT2G04040","0.00103093308801441","TRUE","FALSE"
"3166","AT3G02875","0.00103263009727185","TRUE","FALSE"
"2043","AT2G04515","0.00103620221738872","TRUE","FALSE"
"4365","AT3G57800","0.00104345079523115","TRUE","FALSE"
"1860","AT1G78060","0.00104841351678136","TRUE","FALSE"
"1484","AT1G66100","0.00105038218242101","TRUE","FALSE"
"4975","AT4G18050","0.00106550377144136","TRUE","FALSE"
"6065","AT5G14790","0.00109966560630135","TRUE","FALSE"
"5831","AT5G06265","0.0011178573228606","TRUE","FALSE"
"3657","AT3G19280","0.00112467781649656","TRUE","FALSE"
"2666","AT2G34600","0.00113863530100458","TRUE","FALSE"
"6005","AT5G12930","0.00117986212457283","TRUE","FALSE"
"2379","AT2G24330","0.00118358026693208","TRUE","FALSE"
"7078","AT5G57785","0.0011973569149767","TRUE","FALSE"
"5200","AT4G25480","0.00119743420587895","TRUE","FALSE"
"2944","AT2G42840","0.00122367429560293","TRUE","FALSE"
"6339","AT5G24230","0.00124631497228736","TRUE","FALSE"
"1238","AT1G55310","0.00128482468476195","TRUE","FALSE"
"6229","AT5G19940","0.00129554043739913","TRUE","FALSE"
"6460","AT5G33290","0.0013017798959049","TRUE","FALSE"
"1139","AT1G51890","0.0013081093689915","TRUE","FALSE"
"1195","AT1G53625","0.0013086053028976","TRUE","FALSE"
"1036","AT1G46768","0.00137308556318666","TRUE","FALSE"
"68","AT1G03055","0.00137520597705717","TRUE","FALSE"
"816","AT1G29310","0.00137687799947309","TRUE","FALSE"
"1330","AT1G60590","0.00139014263510167","TRUE","FALSE"
"702","AT1G23560","0.001412106198193","TRUE","FALSE"
"3490","AT3G13980","0.00141218336260096","TRUE","FALSE"
