"","id","p_value","significant","significant_fdr"
"5465","AT4G34060","0.000100946102500448","TRUE","TRUE"
"4016","AT3G46930","0.000103303301629312","TRUE","TRUE"
"5158","AT4G24110","0.000107062773690586","TRUE","TRUE"
"1177","AT1G53200","0.000108028415240126","TRUE","TRUE"
"7256","AT5G64190","0.00010892501409175","TRUE","TRUE"
"4228","AT3G53810","0.00011095398609511","TRUE","TRUE"
"4744","AT4G10590","0.000111544035300097","TRUE","TRUE"
"1731","AT1G74010","0.000112756132321414","TRUE","TRUE"
"7068","AT5G57220","0.000113824260096419","TRUE","TRUE"
"7054","AT5G56960","0.000117066901751658","TRUE","TRUE"
"3424","AT3G12040","0.000121462910168748","TRUE","TRUE"
"4492","AT3G62910","0.00012397412471303","TRUE","TRUE"
"341","AT1G12244","0.000124677380087794","TRUE","TRUE"
"1068","AT1G49000","0.000125027658148347","TRUE","TRUE"
"1981","AT2G01750","0.000126124863802552","TRUE","FALSE"
"6739","AT5G45490","0.000126550867978548","TRUE","FALSE"
"3966","AT3G44310","0.000127714038166142","TRUE","FALSE"
"268","AT1G09795","0.000129859436221207","TRUE","FALSE"
"183","AT1G07160","0.000131435478724842","TRUE","FALSE"
"1822","AT1G76720","0.00013647440335177","TRUE","FALSE"
"6748","AT5G45770","0.000139374010701474","TRUE","TRUE"
"4554","AT4G01250","0.000140492086570247","TRUE","TRUE"
"6931","AT5G52870","0.00014483445983175","TRUE","TRUE"
"1152","AT1G52340","0.00014680605055777","TRUE","TRUE"
"4012","AT3G46690","0.000153857853971685","TRUE","TRUE"
"2902","AT2G41660","0.000155128982834539","TRUE","TRUE"
"7253","AT5G64120","0.000158305292082472","TRUE","TRUE"
"192","AT1G07440","0.000164658437883646","TRUE","TRUE"
"2994","AT2G44380","0.000166830531343031","TRUE","TRUE"
"7111","AT5G58660","0.000166905750744003","TRUE","TRUE"
"943","AT1G33055","0.000169436524547652","TRUE","TRUE"
"5302","AT4G28780","0.000171931268577892","TRUE","TRUE"
"3393","AT3G10940","0.000172775257525968","TRUE","TRUE"
"6770","AT5G46690","0.000174312416992203","TRUE","TRUE"
"7242","AT5G63830","0.000174521492149224","TRUE","TRUE"
"2211","AT2G18760","0.000176909289932623","TRUE","TRUE"
"6110","AT5G16190","0.000178153265032675","TRUE","TRUE"
"2797","AT2G38940","0.000178237716424592","TRUE","TRUE"
"6665","AT5G43290","0.000178745975410374","TRUE","TRUE"
"6349","AT5G24580","0.000184205324797668","TRUE","TRUE"
"422","AT1G14790","0.000186614482990254","TRUE","TRUE"
"2571","AT2G31380","0.000188152425076697","TRUE","TRUE"
"5580","AT4G37320","0.000205343805804109","TRUE","TRUE"
"3068","AT2G46830","0.000206376279376384","TRUE","TRUE"
"2972","AT2G43620","0.000207168726831099","TRUE","TRUE"
"2495","AT2G29100","0.000214598062130157","TRUE","TRUE"
"6496","AT5G36920","0.000219085308816715","TRUE","TRUE"
"775","AT1G27500","0.000219654545135733","TRUE","TRUE"
"1592","AT1G69690","0.000223218453857896","TRUE","TRUE"
"819","AT1G29350","0.00023060540837992","TRUE","TRUE"
"4084","AT3G48980","0.000241771472606763","TRUE","TRUE"
"6578","AT5G40640","0.000244450900146727","TRUE","TRUE"
"3971","AT3G44720","0.000246258885155655","TRUE","TRUE"
"2334","AT2G22980","0.000249365538105178","TRUE","TRUE"
"4055","AT3G48195","0.000251585304818671","TRUE","TRUE"
"1871","AT1G78450","0.000254802562513504","TRUE","TRUE"
"2049","AT2G04790","0.000254851098402829","TRUE","TRUE"
"4796","AT4G12500","0.000260521077219294","TRUE","TRUE"
"4116","AT3G50470","0.000262443481235495","TRUE","TRUE"
"1361","AT1G61610","0.000264476969528778","TRUE","TRUE"
"5053","AT4G20940","0.000265881143090816","TRUE","TRUE"
"1698","AT1G72940","0.000269354840066328","TRUE","TRUE"
"2098","AT2G12400","0.000276520815320293","TRUE","TRUE"
"805","AT1G28620","0.000281157836040157","TRUE","TRUE"
"5915","AT5G09800","0.00028186753968245","TRUE","TRUE"
"1320","AT1G60010","0.000286115200234432","TRUE","TRUE"
"5419","AT4G32710","0.00028716905241723","TRUE","TRUE"
"876","AT1G30757","0.000292008751510154","TRUE","TRUE"
"1032","AT1G45545","0.000308037504460311","TRUE","TRUE"
"2132","AT2G15390","0.000319855608038035","TRUE","TRUE"
"5379","AT4G31460","0.000322680071081185","TRUE","TRUE"
"4473","AT3G62300","0.00033062448122747","TRUE","TRUE"
"4688","AT4G07400","0.000342690681404159","TRUE","TRUE"
"4268","AT3G55080","0.000343989445262049","TRUE","TRUE"
"3035","AT2G45720","0.000356658526367085","TRUE","TRUE"
"6453","AT5G28910","0.000360621964380244","TRUE","TRUE"
"746","AT1G26420","0.00036157324815562","TRUE","TRUE"
"6941","AT5G53110","0.000367202973511291","TRUE","TRUE"
"1462","AT1G65430","0.000374652257622552","TRUE","TRUE"
"1572","AT1G69140","0.000385843985871899","TRUE","TRUE"
"1193","AT1G53540","0.00038714354675042","TRUE","TRUE"
"3482","AT3G13750","0.000394695647614296","TRUE","TRUE"
"1165","AT1G52827","0.000395597790974868","TRUE","TRUE"
"6418","AT5G27360","0.000396271298914815","TRUE","TRUE"
"5577","AT4G37240","0.000413704450267478","TRUE","TRUE"
"713","AT1G24140","0.000419634560880032","TRUE","TRUE"
"6840","AT5G49300","0.000435980906383602","TRUE","TRUE"
"5618","AT4G38410","0.000436756433215644","TRUE","TRUE"
"7307","AT5G65660","0.000442234350517001","TRUE","TRUE"
"383","AT1G13730","0.000442903918252809","TRUE","TRUE"
"2500","AT2G29290","0.000449415319414258","TRUE","TRUE"
"4650","AT4G04510","0.000453339323604697","TRUE","TRUE"
"3714","AT3G21320","0.000453729017931128","TRUE","TRUE"
"2402","AT2G25735","0.000458956784085933","TRUE","TRUE"
"4336","AT3G57040","0.000462034499596812","TRUE","TRUE"
"2971","AT2G43590","0.000477336115902161","TRUE","TRUE"
"372","AT1G13340","0.000477840697405571","TRUE","TRUE"
"4952","AT4G17430","0.000479247092140739","TRUE","TRUE"
"5116","AT4G23215","0.000479426183112244","TRUE","TRUE"
"567","AT1G19490","0.000485610623459132","TRUE","TRUE"
"2745","AT2G37430","0.000494768860567881","TRUE","TRUE"
"2781","AT2G38460","0.000499496718052729","TRUE","TRUE"
"5428","AT4G32980","0.000505647816736454","TRUE","TRUE"
"2396","AT2G25480","0.000513047552635831","TRUE","TRUE"
"7078","AT5G57785","0.000519526291689027","TRUE","TRUE"
"3176","AT3G03180","0.000530089131745104","TRUE","TRUE"
"4399","AT3G59320","0.000530302834609816","TRUE","TRUE"
"125","AT1G05000","0.00054020320831986","TRUE","TRUE"
"7274","AT5G64660","0.000548114979757192","TRUE","TRUE"
"6704","AT5G44390","0.000554798932052569","TRUE","TRUE"
"4563","AT4G01540","0.000555217778902382","TRUE","TRUE"
"4093","AT3G49320","0.000559852172026402","TRUE","TRUE"
"5634","AT4G38840","0.000565279474020752","TRUE","TRUE"
"705","AT1G23750","0.000570404148700388","TRUE","TRUE"
"1750","AT1G74670","0.000575258700781489","TRUE","TRUE"
"7056","AT5G57010","0.000585730515589903","TRUE","TRUE"
"1463","AT1G65481","0.000597135815504192","TRUE","TRUE"
"5212","AT4G25845","0.000597177483660666","TRUE","TRUE"
"6570","AT5G40460","0.000615574820246798","TRUE","TRUE"
"1673","AT1G72210","0.00061592846777309","TRUE","TRUE"
"6441","AT5G28237","0.000616943514690865","TRUE","TRUE"
"5724","AT5G02460","0.000629937141611304","TRUE","TRUE"
"2644","AT2G33780","0.000631838798115898","TRUE","TRUE"
