"","id","p_value","significant","significant_fdr"
"7685","AT5G19590","0.99999999999989","FALSE","TRUE"
"19","AT1G01470","0.999999999999945","FALSE","TRUE"
"7484","AT5G14280","0.999999999999948","FALSE","TRUE"
"1383","AT1G50670","0.99999999999995","FALSE","TRUE"
"1517","AT1G55000","0.99999999999995","FALSE","TRUE"
"1934","AT1G69510","0.999999999999953","FALSE","TRUE"
"2954","AT2G26540","0.999999999999959","FALSE","TRUE"
"1284","AT1G47750","0.999999999999967","FALSE","TRUE"
"8947","AT5G63470","0.999999999999967","FALSE","TRUE"
"551","AT1G15270","0.999999999999968","FALSE","TRUE"
"8687","AT5G57120","0.999999999999968","FALSE","TRUE"
"1119","AT1G32540","0.999999999999969","FALSE","TRUE"
"8198","AT5G43760","0.999999999999969","FALSE","TRUE"
"8727","AT5G58040","0.999999999999969","FALSE","TRUE"
"740","AT1G20696","0.99999999999997","FALSE","TRUE"
"1988","AT1G71030","0.99999999999997","FALSE","TRUE"
"8814","AT5G60100","0.99999999999997","FALSE","TRUE"
"6941","AT4G38920","0.999999999999972","FALSE","TRUE"
"370","AT1G10450","0.999999999999973","FALSE","FALSE"
"2466","AT2G04550","0.999999999999973","FALSE","FALSE"
"7588","AT5G16990","0.999999999999973","FALSE","FALSE"
"2195","AT1G76680","0.999999999999974","FALSE","FALSE"
"3003","AT2G27980","0.999999999999974","FALSE","FALSE"
"3773","AT3G01090","0.999999999999974","FALSE","FALSE"
"4718","AT3G24490","0.999999999999974","FALSE","FALSE"
"6439","AT4G25880","0.999999999999974","FALSE","FALSE"
"6893","AT4G37680","0.999999999999974","FALSE","FALSE"
"7952","AT5G28060","0.999999999999974","FALSE","FALSE"
"8017","AT5G37130","0.999999999999974","FALSE","FALSE"
"230","AT1G07040","0.999999999999975","FALSE","FALSE"
"868","AT1G24360","0.999999999999975","FALSE","FALSE"
"932","AT1G26880","0.999999999999975","FALSE","FALSE"
"4223","AT3G11890","0.999999999999975","FALSE","FALSE"
"4422","AT3G16760","0.999999999999975","FALSE","FALSE"
"5148","AT3G50750","0.999999999999975","FALSE","FALSE"
"5837","AT4G08035","0.999999999999975","FALSE","FALSE"
"8636","AT5G55910","0.999999999999975","FALSE","FALSE"
"200","AT1G06400","0.999999999999976","FALSE","FALSE"
"3560","AT2G42890","0.999999999999976","FALSE","FALSE"
"4688","AT3G23690","0.999999999999976","FALSE","FALSE"
"7183","AT5G06140","0.999999999999976","FALSE","FALSE"
"7914","AT5G26780","0.999999999999976","FALSE","FALSE"
"8184","AT5G43320","0.999999999999976","FALSE","FALSE"
"8568","AT5G53850","0.999999999999976","FALSE","FALSE"
"8806","AT5G59890","0.999999999999976","FALSE","FALSE"
"1392","AT1G50940","0.999999999999977","FALSE","FALSE"
"2470","AT2G04690","0.999999999999977","FALSE","FALSE"
"5452","AT3G58680","0.999999999999977","FALSE","FALSE"
"7601","AT5G17440","0.999999999999977","FALSE","FALSE"
"8411","AT5G49540","0.999999999999977","FALSE","FALSE"
"1646","AT1G60650","0.999999999999978","FALSE","FALSE"
"1952","AT1G69935","0.999999999999978","FALSE","FALSE"
"2572","AT2G14045","0.999999999999978","FALSE","FALSE"
"5958","AT4G12340","0.999999999999978","FALSE","FALSE"
"7323","AT5G09920","0.999999999999978","FALSE","FALSE"
"96","AT1G03590","0.999999999999979","FALSE","FALSE"
"293","AT1G08600","0.999999999999979","FALSE","FALSE"
"980","AT1G28010","0.999999999999979","FALSE","FALSE"
"2729","AT2G19680","0.999999999999979","FALSE","FALSE"
"2734","AT2G19740","0.999999999999979","FALSE","FALSE"
"2901","AT2G25310","0.999999999999979","FALSE","FALSE"
"5231","AT3G52880","0.999999999999979","FALSE","FALSE"
"6526","AT4G27960","0.999999999999979","FALSE","FALSE"
"6716","AT4G32940","0.999999999999979","FALSE","FALSE"
"7368","AT5G10980","0.999999999999979","FALSE","FALSE"
"7573","AT5G16730","0.999999999999979","FALSE","FALSE"
"8355","AT5G47890","0.999999999999979","FALSE","FALSE"
"566","AT1G15740","0.99999999999998","FALSE","FALSE"
"988","AT1G28240","0.99999999999998","FALSE","FALSE"
"1343","AT1G49510","0.99999999999998","FALSE","FALSE"
"1504","AT1G54390","0.99999999999998","FALSE","FALSE"
"1606","AT1G58180","0.99999999999998","FALSE","FALSE"
"1684","AT1G61890","0.99999999999998","FALSE","FALSE"
"2415","AT2G02710","0.99999999999998","FALSE","FALSE"
"2801","AT2G21440","0.99999999999998","FALSE","FALSE"
"3093","AT2G30470","0.99999999999998","FALSE","FALSE"
"4089","AT3G08650","0.99999999999998","FALSE","FALSE"
"4386","AT3G15810","0.99999999999998","FALSE","FALSE"
"4825","AT3G27470","0.99999999999998","FALSE","FALSE"
"5984","AT4G13220","0.99999999999998","FALSE","FALSE"
"8079","AT5G39950","0.99999999999998","FALSE","FALSE"
"8991","AT5G64500","0.99999999999998","FALSE","FALSE"
"100","AT1G03910","0.999999999999981","FALSE","FALSE"
"855","AT1G24050","0.999999999999981","FALSE","FALSE"
"977","AT1G27910","0.999999999999981","FALSE","FALSE"
"1509","AT1G54610","0.999999999999981","FALSE","FALSE"
"1950","AT1G69830","0.999999999999981","FALSE","FALSE"
"2106","AT1G74250","0.999999999999981","FALSE","FALSE"
"2600","AT2G15570","0.999999999999981","FALSE","FALSE"
"2960","AT2G26830","0.999999999999981","FALSE","FALSE"
"2964","AT2G26980","0.999999999999981","FALSE","FALSE"
"3109","AT2G30860","0.999999999999981","FALSE","FALSE"
"3992","AT3G06190","0.999999999999981","FALSE","FALSE"
"4802","AT3G26935","0.999999999999981","FALSE","FALSE"
"4878","AT3G29350","0.999999999999981","FALSE","FALSE"
"5402","AT3G57170","0.999999999999981","FALSE","FALSE"
"6075","AT4G15802","0.999999999999981","FALSE","FALSE"
"6214","AT4G18910","0.999999999999981","FALSE","FALSE"
"6654","AT4G31540","0.999999999999981","FALSE","FALSE"
"6933","AT4G38740","0.999999999999981","FALSE","FALSE"
