"","id","p_value","significant"
"505","AT1G08400","0.0209969861980699","TRUE"
"506","AT1G08410","0.000640033984110213","TRUE"
"507","AT1G08420","0.294722225330965","FALSE"
"508","AT1G08450","0.08622356291412","FALSE"
"509","AT1G08460","0.00845562924968483","TRUE"
"510","AT1G08465","0.202078451564348","FALSE"
"511","AT1G08470","1.45048222802214e-08","TRUE"
"512","AT1G08480","0.319958004352303","FALSE"
"513","AT1G08490","0.376840301556809","FALSE"
"514","AT1G08510","0.770826230362708","FALSE"
"515","AT1G08520","1.94807267654096e-07","TRUE"
"516","AT1G08530","0.166341632129264","FALSE"
"517","AT1G08540","0.00110576074229552","TRUE"
"518","AT1G08550","0.000647024555353139","TRUE"
"519","AT1G08560","0.416416941293267","FALSE"
"520","AT1G08570","0.0242307963220455","TRUE"
"521","AT1G08580","0.00841747565823452","TRUE"
"522","AT1G08590","0.442567976866593","FALSE"
"523","AT1G08600","0.412824698554552","FALSE"
"524","AT1G08610","0.896425728920021","FALSE"
"525","AT1G08620","0.225875000400945","FALSE"
"526","AT1G08640","0.0369264469106815","TRUE"
"527","AT1G08650","0.785047215748144","FALSE"
"528","AT1G08660","0.0416362463829586","TRUE"
"529","AT1G08680","0.695522126019897","FALSE"
"530","AT1G08700","6.85329052423306e-05","TRUE"
"531","AT1G08710","0.851929998419798","FALSE"
"532","AT1G08720","0.0034804718149008","TRUE"
"533","AT1G08750","0.00440437470725043","TRUE"
"534","AT1G08760","0.0792978786088827","FALSE"
"535","AT1G08770","0.0156449232397344","TRUE"
"536","AT1G08780","0.965040700517039","FALSE"
"537","AT1G08800","0.0156262660484631","TRUE"
"538","AT1G08810","0.347847676893033","FALSE"
"539","AT1G08820","0.250225776137972","FALSE"
"540","AT1G08830","8.97531323671784e-07","TRUE"
"541","AT1G08840","0.0140614787251299","TRUE"
"542","AT1G08845","0.0612006416844921","FALSE"
"543","AT1G08880","0.0219888765367044","TRUE"
"544","AT1G08890","0.200888537231585","FALSE"
"545","AT1G08900","0.953535447840026","FALSE"
"546","AT1G08910","2.09432004125251e-05","TRUE"
"547","AT1G08920","0.0959830654253036","FALSE"
"548","AT1G08930","1.40822070251443e-11","TRUE"
"549","AT1G08940","1.26504724168732e-10","TRUE"
"550","AT1G08960","0.793742639606021","FALSE"
"551","AT1G08970","0.387120350049454","FALSE"
"552","AT1G08980","6.00890167453752e-10","TRUE"
"553","AT1G09010","0.0670917117104443","FALSE"
"554","AT1G09020","0.612113739648487","FALSE"
"555","AT1G09040","0.00864967932473184","TRUE"
"556","AT1G09050","0.16332908115119","FALSE"
"557","AT1G09060","0.00611932419790779","TRUE"
"558","AT1G09070","0.0340878912002027","TRUE"
