"","X","id","p_value","significant","significant_fdr"
"1505",1505,"AT1G22900",1.66362179439734e-126,FALSE,FALSE
"11328",11328,"AT4G20860",7.96212547961059e-126,FALSE,FALSE
"13665",13665,"AT5G16030",3.82533095821373e-96,FALSE,FALSE
"14946",14946,"AT5G44380",1.21639196059063e-89,FALSE,FALSE
"10774",10774,"AT4G12500",4.57334282013851e-87,FALSE,FALSE
"15207",15207,"AT5G48430",8.94655421193897e-70,FALSE,FALSE
"10773",10773,"AT4G12490",3.45830767815061e-69,FALSE,FALSE
"1857",1857,"AT1G29660",2.38987580652441e-52,FALSE,FALSE
"16247",16247,"AT5G64120",5.37253095600878e-50,FALSE,FALSE
"1936",1936,"AT1G30700",9.8417918505365e-48,FALSE,FALSE
"3668",3668,"AT1G71697",1.40423096129224e-47,FALSE,FALSE
"3269",3269,"AT1G65390",3.50957295085572e-43,FALSE,FALSE
"5662",5662,"AT2G30750",4.38592714150474e-39,FALSE,FALSE
"16091",16091,"AT5G61890",9.25791903050709e-39,FALSE,FALSE
"8307",8307,"AT3G20820",1.40845454609381e-37,FALSE,FALSE
"6264",6264,"AT2G39530",6.39335515555124e-36,FALSE,FALSE
"11232",11232,"AT4G18950",1.31234954758613e-35,FALSE,FALSE
"7935",7935,"AT3G15570",2.93736855227804e-34,FALSE,FALSE
"2564",2564,"AT1G51820",8.94009711312386e-31,FALSE,FALSE
"14879",14879,"AT5G43450",6.21099159871048e-30,FALSE,FALSE
"1939",1939,"AT1G30755",1.21634907361622e-28,FALSE,FALSE
"11595",11595,"AT4G24750",2.533762185903e-28,FALSE,FALSE
"12523",12523,"AT4G37925",1.03818172223985e-27,FALSE,FALSE
"2199",2199,"AT1G36622",1.04995607251699e-27,FALSE,FALSE
"4945",4945,"AT2G19190",1.56243267557101e-27,FALSE,FALSE
"4863",4863,"AT2G17740",2.59589558857651e-27,FALSE,FALSE
"8803",8803,"AT3G29034",4.22462993303568e-27,FALSE,FALSE
"3722",3722,"AT1G72430",5.5032722723477e-27,FALSE,FALSE
"11183",11183,"AT4G18170",7.00453179259646e-27,FALSE,FALSE
"5180",5180,"AT2G22990",1.13418618485996e-26,FALSE,FALSE
"4915",4915,"AT2G18690",1.33492469841232e-26,FALSE,FALSE
"2735",2735,"AT1G54500",1.37012930842888e-26,FALSE,FALSE
"11358",11358,"AT4G21390",2.198508441371e-26,FALSE,FALSE
"1197",1197,"AT1G18300",2.23754070471005e-26,FALSE,FALSE
"15478",15478,"AT5G52830",3.40180019781078e-26,FALSE,FALSE
"9023",9023,"AT3G46280",4.67642149525138e-26,FALSE,FALSE
"3295",3295,"AT1G65845",1.17556894941853e-25,FALSE,FALSE
"9443",9443,"AT3G52840",1.93200534275445e-25,FALSE,FALSE
"9345",9345,"AT3G51510",6.00281213772677e-25,FALSE,FALSE
"5557",5557,"AT2G29180",2.08245561132846e-24,FALSE,FALSE
"3237",3237,"AT1G64860",3.06482729888443e-24,FALSE,FALSE
"13696",13696,"AT5G16400",3.22680390586292e-24,FALSE,FALSE
"13649",13649,"AT5G15780",3.32016372762334e-24,FALSE,FALSE
"1625",1625,"AT1G25400",6.44751212972698e-24,FALSE,FALSE
"6219",6219,"AT2G38940",1.32424154882495e-23,FALSE,FALSE
"1893",1893,"AT1G30135",2.73078156421322e-23,FALSE,FALSE
"3665",3665,"AT1G71520",3.97151366436906e-23,FALSE,FALSE
"2677",2677,"AT1G53625",5.83705008781939e-23,FALSE,FALSE
"9617",9617,"AT3G55150",8.81920992331119e-23,FALSE,FALSE
"6619",6619,"AT2G44370",9.31102346445091e-23,FALSE,FALSE
"6253",6253,"AT2G39380",9.84400192100436e-23,FALSE,FALSE
"5458",5458,"AT2G27690",2.97120905606382e-22,FALSE,FALSE
"10340",10340,"AT4G02380",4.82022776052174e-22,FALSE,FALSE
"10771",10771,"AT4G12470",5.49925103291233e-22,FALSE,FALSE
"14963",14963,"AT5G44575",6.63479642062358e-22,FALSE,FALSE
"4043",4043,"AT1G76955",1.02221391366334e-21,FALSE,FALSE
"2562",2562,"AT1G51800",1.39120634052179e-21,FALSE,FALSE
"2119",2119,"AT1G34000",1.63181412705725e-21,FALSE,FALSE
"8581",8581,"AT3G25530",2.05630079332178e-21,FALSE,FALSE
"14190",14190,"AT5G24110",2.35224951069262e-21,FALSE,FALSE
"4040",4040,"AT1G76930",2.54501228074832e-21,FALSE,FALSE
"14030",14030,"AT5G21100",4.23536160330389e-21,FALSE,FALSE
"6570",6570,"AT2G43620",4.47582141801491e-21,FALSE,FALSE
"6263",6263,"AT2G39518",5.23978512302358e-21,FALSE,FALSE
"922",922,"AT1G14345",5.2489613281099e-21,FALSE,FALSE
"1463",1463,"AT1G22370",7.00429403139982e-21,FALSE,FALSE
"9035",9035,"AT3G46550",9.14690472774698e-21,FALSE,FALSE
"12689",12689,"AT5G01015",1.00310011566341e-20,FALSE,FALSE
"4591",4591,"AT2G06850",1.13334179566686e-20,FALSE,FALSE
"7895",7895,"AT3G15095",1.22866068121577e-20,FALSE,FALSE
"7016",7016,"AT3G02730",1.57021352065513e-20,FALSE,FALSE
"8972",8972,"AT3G45060",1.86240230198616e-20,FALSE,FALSE
"5196",5196,"AT2G23320",2.95847224900897e-20,FALSE,FALSE
"2959",2959,"AT1G60010",3.50182524938e-20,FALSE,FALSE
"3040",3040,"AT1G61560",3.91592852746826e-20,FALSE,FALSE
"13865",13865,"AT5G18860",4.94677135929627e-20,FALSE,FALSE
"11712",11712,"AT4G26540",6.74806935770644e-20,FALSE,FALSE
"5174",5174,"AT2G22880",9.01322227851039e-20,FALSE,FALSE
"101",101,"AT1G02360",1.2332350617761e-19,FALSE,FALSE
"9283",9283,"AT3G50685",1.30322181093432e-19,FALSE,FALSE
"16312",16312,"AT5G64905",1.53411740308205e-19,FALSE,FALSE
"14947",14947,"AT5G44390",1.75727650827589e-19,FALSE,FALSE
"3837",3837,"AT1G74000",3.400060335402e-19,FALSE,FALSE
"9620",9620,"AT3G55240",7.98269422164229e-19,FALSE,FALSE
"16299",16299,"AT5G64750",8.66437767192721e-19,FALSE,FALSE
"104",104,"AT1G02400",1.1172992438387e-18,FALSE,FALSE
"6239",6239,"AT2G39200",1.35082949097952e-18,FALSE,FALSE
"993",993,"AT1G15260",1.93551390799601e-18,FALSE,FALSE
"3199",3199,"AT1G64400",2.2699294454236e-18,FALSE,FALSE
"11256",11256,"AT4G19230",5.57271143338002e-18,FALSE,FALSE
"16149",16149,"AT5G62790",8.38839262597451e-18,FALSE,FALSE
"12942",12942,"AT5G04860",9.23420904189014e-18,FALSE,FALSE
"12322",12322,"AT4G35100",9.3041553576396e-18,FALSE,FALSE
"2264",2264,"AT1G44350",1.15013606873998e-17,FALSE,FALSE
"8332",8332,"AT3G21230",1.20630060067463e-17,FALSE,FALSE
"12431",12431,"AT4G36670",1.67817035213229e-17,FALSE,FALSE
"11870",11870,"AT4G28740",2.56944731722054e-17,FALSE,FALSE
"10290",10290,"AT4G01700",2.59792256128287e-17,FALSE,FALSE
"13220",13220,"AT5G08790",2.61324937337515e-17,FALSE,FALSE
"8604",8604,"AT3G25780",2.90520838650366e-17,FALSE,FALSE
"15780",15780,"AT5G57220",2.92690476470598e-17,FALSE,FALSE
"1688",1688,"AT1G26761",3.29345203325943e-17,FALSE,FALSE
"11250",11250,"AT4G19170",5.96172972253954e-17,FALSE,FALSE
"11245",11245,"AT4G19100",7.14965838027735e-17,FALSE,FALSE
"1938",1938,"AT1G30730",7.24624665719843e-17,FALSE,FALSE
"12593",12593,"AT4G38840",7.35527757485077e-17,FALSE,FALSE
"9416",9416,"AT3G52450",7.43343328436247e-17,FALSE,FALSE
"1399",1399,"AT1G21450",8.71228080601807e-17,FALSE,FALSE
"13586",13586,"AT5G14710",9.72979802230315e-17,FALSE,FALSE
"16292",16292,"AT5G64660",1.03018071627638e-16,FALSE,FALSE
"8759",8759,"AT3G28130",1.29632508937259e-16,FALSE,FALSE
"135",135,"AT1G02930",1.3262561389204e-16,FALSE,FALSE
"13473",13473,"AT5G13140",1.5977828275743e-16,FALSE,FALSE
"2621",2621,"AT1G52827",1.85408232364033e-16,FALSE,FALSE
"1958",1958,"AT1G31130",2.58534765742985e-16,FALSE,FALSE
"4316",4316,"AT1G80820",2.90142361432034e-16,FALSE,FALSE
"15562",15562,"AT5G54100",3.25743582845718e-16,FALSE,FALSE
"966",966,"AT1G14870",4.39350663246983e-16,FALSE,FALSE
"6312",6312,"AT2G40095",5.21654825279307e-16,FALSE,FALSE
"8900",8900,"AT3G43540",6.24612268384377e-16,FALSE,FALSE
"6351",6351,"AT2G40610",8.2759554825708e-16,FALSE,FALSE
"2565",2565,"AT1G51850",9.43748745200194e-16,FALSE,FALSE
"1173",1173,"AT1G17860",1.29423926608639e-15,FALSE,FALSE
"1665",1665,"AT1G26420",1.62743069275004e-15,FALSE,FALSE
"16332",16332,"AT5G65200",1.77381816876817e-15,FALSE,FALSE
"9179",9179,"AT3G48850",1.82035582913213e-15,FALSE,FALSE
"12138",12138,"AT4G32650",2.18981149129158e-15,FALSE,FALSE
"3427",3427,"AT1G68010",2.33806855974712e-15,FALSE,FALSE
"10899",10899,"AT4G14450",2.39437974130821e-15,FALSE,FALSE
"6063",6063,"AT2G36690",2.44033578875326e-15,FALSE,FALSE
"6673",6673,"AT2G45180",2.78685604942166e-15,FALSE,FALSE
"13479",13479,"AT5G13220",3.6731620970629e-15,FALSE,FALSE
"2837",2837,"AT1G56140",3.92621338556934e-15,FALSE,FALSE
"14559",14559,"AT5G37600",3.95174056311133e-15,FALSE,FALSE
"609",609,"AT1G09750",3.96481461500466e-15,FALSE,FALSE
"5919",5919,"AT2G34620",4.04760366603917e-15,FALSE,FALSE
"1756",1756,"AT1G27760",4.25724974849899e-15,FALSE,FALSE
"16377",16377,"AT5G65730",6.36438114916508e-15,FALSE,FALSE
"7600",7600,"AT3G11110",6.65104400273859e-15,FALSE,FALSE
"14271",14271,"AT5G25260",7.14128757502377e-15,FALSE,FALSE
"14460",14460,"AT5G33290",1.04214785902452e-14,FALSE,FALSE
"1573",1573,"AT1G24140",1.08297814425532e-14,FALSE,FALSE
"7929",7929,"AT3G15500",1.17555763004967e-14,FALSE,FALSE
"4483",4483,"AT2G03750",1.20578230183224e-14,FALSE,FALSE
"13321",13321,"AT5G10750",1.37510910394818e-14,FALSE,FALSE
"2567",2567,"AT1G51890",1.57225834084927e-14,FALSE,FALSE
"4129",4129,"AT1G78170",1.65980537194439e-14,FALSE,FALSE
"1937",1937,"AT1G30720",1.76532590383661e-14,FALSE,FALSE
"15857",15857,"AT5G58310",1.81973975307594e-14,FALSE,FALSE
"1138",1138,"AT1G17380",2.08115933101609e-14,FALSE,FALSE
"12723",12723,"AT5G01550",2.24895058109155e-14,FALSE,FALSE
"11950",11950,"AT4G30020",2.35200977746517e-14,FALSE,FALSE
"11402",11402,"AT4G21920",2.35232347655716e-14,FALSE,FALSE
"5682",5682,"AT2G31020",2.42591675581271e-14,FALSE,FALSE
"12994",12994,"AT5G05600",2.4798828422942e-14,FALSE,FALSE
"4290",4290,"AT1G80450",2.57666350773955e-14,FALSE,FALSE
"10069",10069,"AT3G62150",2.87302819881296e-14,FALSE,FALSE
"1996",1996,"AT1G31800",3.26995416459246e-14,FALSE,FALSE
"1673",1673,"AT1G26560",3.5088231128308e-14,FALSE,FALSE
"6677",6677,"AT2G45220",3.54622505505601e-14,FALSE,FALSE
"14790",14790,"AT5G42100",3.73907513313038e-14,FALSE,FALSE
"1318",1318,"AT1G20190",4.69957169932908e-14,FALSE,FALSE
"7837",7837,"AT3G14240",4.74799901299797e-14,FALSE,FALSE
"16217",16217,"AT5G63780",5.29584297091018e-14,FALSE,FALSE
"12883",12883,"AT5G03940",6.16791055566063e-14,FALSE,FALSE
"9268",9268,"AT3G50440",6.77597002745914e-14,FALSE,FALSE
"8754",8754,"AT3G28040",1.01741774423504e-13,FALSE,FALSE
"2750",2750,"AT1G54820",1.17129536656297e-13,FALSE,FALSE
"14317",14317,"AT5G26230",1.22415373517406e-13,FALSE,FALSE
"2376",2376,"AT1G48480",1.22462410676552e-13,FALSE,FALSE
"11617",11617,"AT4G25050",1.29843113657903e-13,FALSE,FALSE
"3158",3158,"AT1G63720",1.3231435672336e-13,FALSE,FALSE
"10181",10181,"AT4G00180",1.3535780985314e-13,FALSE,FALSE
"15041",15041,"AT5G45820",1.57886805419415e-13,FALSE,FALSE
"10772",10772,"AT4G12480",1.62107287040936e-13,FALSE,FALSE
"14640",14640,"AT5G39580",2.06485447238853e-13,FALSE,FALSE
"7123",7123,"AT3G04260",2.45315851007785e-13,FALSE,FALSE
"10919",10919,"AT4G14740",2.7767688965064e-13,FALSE,FALSE
"3981",3981,"AT1G76110",2.79798158463302e-13,FALSE,FALSE
"13152",13152,"AT5G08000",3.33098168063809e-13,FALSE,FALSE
"12967",12967,"AT5G05190",3.80447797174669e-13,FALSE,FALSE
"6003",6003,"AT2G35830",3.91376397458535e-13,FALSE,FALSE
"8009",8009,"AT3G16570",4.03019154195714e-13,FALSE,FALSE
"5333",5333,"AT2G25735",4.16642055429185e-13,FALSE,FALSE
"5099",5099,"AT2G21470",4.43719070917311e-13,FALSE,FALSE
"12427",12427,"AT4G36640",4.61830793778877e-13,FALSE,FALSE
"2516",2516,"AT1G51080",4.98164439660218e-13,FALSE,FALSE
"10699",10699,"AT4G11170",5.1962352419582e-13,FALSE,FALSE
"15966",15966,"AT5G59820",5.24316013615267e-13,FALSE,FALSE
"6011",6011,"AT2G35930",5.913244546544e-13,FALSE,FALSE
"3468",3468,"AT1G68620",6.94453709336864e-13,FALSE,FALSE
"5758",5758,"AT2G32100",7.22805575733948e-13,FALSE,FALSE
"7557",7557,"AT3G10525",7.25697862233065e-13,FALSE,FALSE
"6654",6654,"AT2G44920",8.54402570256769e-13,FALSE,FALSE
"6620",6620,"AT2G44380",9.32900261674666e-13,FALSE,FALSE
"13749",13749,"AT5G17170",9.33353468733144e-13,FALSE,FALSE
"16241",16241,"AT5G64040",9.42084177589787e-13,FALSE,FALSE
"12060",12060,"AT4G31550",9.69706977172883e-13,FALSE,FALSE
"9627",9627,"AT3G55330",1.02664166288755e-12,FALSE,FALSE
"14530",14530,"AT5G36925",1.16018435067787e-12,FALSE,FALSE
"15293",15293,"AT5G49740",1.1754425192719e-12,FALSE,FALSE
"7176",7176,"AT3G05030",1.21270963180941e-12,FALSE,FALSE
"160",160,"AT1G03310",1.25875051830955e-12,FALSE,FALSE
"13309",13309,"AT5G10625",1.35596121483766e-12,FALSE,FALSE
"11140",11140,"AT4G17600",1.54524263189093e-12,FALSE,FALSE
"6014",6014,"AT2G35980",1.64255002950202e-12,FALSE,FALSE
"15100",15100,"AT5G46780",1.69765602220252e-12,FALSE,FALSE
"13531",13531,"AT5G13860",1.70962223954354e-12,FALSE,FALSE
"9543",9543,"AT3G54150",1.89755843240814e-12,FALSE,FALSE
"7454",7454,"AT3G09010",1.97599055527781e-12,FALSE,FALSE
"7372",7372,"AT3G07540",2.10706690672544e-12,FALSE,FALSE
"8954",8954,"AT3G44735",2.15291270106775e-12,FALSE,FALSE
"3093",3093,"AT1G62510",2.45149799141102e-12,FALSE,FALSE
"285",285,"AT1G05140",2.92821338723081e-12,FALSE,FALSE
"5645",5645,"AT2G30520",3.17582084734339e-12,FALSE,FALSE
"9258",9258,"AT3G50260",3.26001673525534e-12,FALSE,FALSE
"11489",11489,"AT4G23300",3.26686536399114e-12,FALSE,FALSE
"5523",5523,"AT2G28605",3.65323775323117e-12,FALSE,FALSE
"6297",6297,"AT2G39930",3.7336847720643e-12,FALSE,FALSE
"1378",1378,"AT1G21100",4.78712745744461e-12,FALSE,FALSE
"8050",8050,"AT3G17170",4.86767721413774e-12,FALSE,FALSE
"8891",8891,"AT3G43250",5.14081330423925e-12,FALSE,FALSE
"11491",11491,"AT4G23400",5.91581330979127e-12,FALSE,FALSE
"2518",2518,"AT1G51100",6.15252219540957e-12,FALSE,FALSE
"6315",6315,"AT2G40113",6.4320073024397e-12,FALSE,FALSE
"14967",14967,"AT5G44585",6.60746345868084e-12,FALSE,FALSE
"16346",16346,"AT5G65390",7.03550505094921e-12,FALSE,FALSE
"7958",7958,"AT3G15900",7.64924445236762e-12,FALSE,FALSE
"1253",1253,"AT1G19180",7.80952512152987e-12,FALSE,FALSE
"11502",11502,"AT4G23550",8.34653228306971e-12,FALSE,FALSE
"16353",16353,"AT5G65470",8.70298519568865e-12,FALSE,FALSE
"8374",8374,"AT3G22060",8.77862511958598e-12,FALSE,FALSE
"7106",7106,"AT3G04010",9.37440629867728e-12,FALSE,FALSE
"4396",4396,"AT2G02010",9.72893190495906e-12,FALSE,FALSE
"3222",3222,"AT1G64670",1.07056804716032e-11,FALSE,FALSE
"5265",5265,"AT2G24570",1.1154045161331e-11,FALSE,FALSE
"1251",1251,"AT1G19150",1.12504099387262e-11,FALSE,FALSE
"12695",12695,"AT5G01100",1.15257049953694e-11,FALSE,FALSE
"14219",14219,"AT5G24490",1.16175286000048e-11,FALSE,FALSE
"855",855,"AT1G13270",1.27533403794759e-11,FALSE,FALSE
"15229",15229,"AT5G48657",1.34966417640841e-11,FALSE,FALSE
"13070",13070,"AT5G06690",1.59708969060469e-11,FALSE,FALSE
"12722",12722,"AT5G01540",1.60525737185727e-11,FALSE,FALSE
"3278",3278,"AT1G65500",1.69739883541377e-11,FALSE,FALSE
"12495",12495,"AT4G37530",1.80833188783269e-11,FALSE,FALSE
"12190",12190,"AT4G33380",1.89735100654624e-11,FALSE,FALSE
"6392",6392,"AT2G41110",1.94886871270515e-11,FALSE,FALSE
"11046",11046,"AT4G16442",2.03876012346459e-11,FALSE,FALSE
"3183",3183,"AT1G64170",2.07429406184286e-11,FALSE,FALSE
"11431",11431,"AT4G22470",2.13911216154024e-11,FALSE,FALSE
"11342",11342,"AT4G21120",2.16673490965475e-11,FALSE,FALSE
"5371",5371,"AT2G26330",2.23567204886306e-11,FALSE,FALSE
"15853",15853,"AT5G58260",2.4766566070335e-11,FALSE,FALSE
"9474",9474,"AT3G53230",2.59687982948718e-11,FALSE,FALSE
"11359",11359,"AT4G21400",2.59825288765001e-11,FALSE,FALSE
"10467",10467,"AT4G04700",2.60666804399652e-11,FALSE,FALSE
"13895",13895,"AT5G19230",2.85144278941751e-11,FALSE,FALSE
"15069",15069,"AT5G46350",2.97058338653387e-11,FALSE,FALSE
"13670",13670,"AT5G16080",3.11164210819604e-11,FALSE,FALSE
"13502",13502,"AT5G13490",3.14231714253244e-11,FALSE,FALSE
"3977",3977,"AT1G76070",3.36051142753004e-11,FALSE,FALSE
"13796",13796,"AT5G17870",3.8207311952978e-11,FALSE,FALSE
"12982",12982,"AT5G05440",3.82855209822153e-11,FALSE,FALSE
"10098",10098,"AT3G62660",3.97799950787915e-11,FALSE,FALSE
"8920",8920,"AT3G44020",4.47907896549365e-11,FALSE,FALSE
"14163",14163,"AT5G23660",4.51368237247612e-11,FALSE,FALSE
"10956",10956,"AT4G15233",5.00351507134831e-11,FALSE,FALSE
"746",746,"AT1G11720",5.62599297630897e-11,FALSE,FALSE
"134",134,"AT1G02920",5.6951712611001e-11,FALSE,FALSE
"14951",14951,"AT5G44420",5.85631991060184e-11,FALSE,FALSE
"7985",7985,"AT3G16250",6.34522447359982e-11,FALSE,FALSE
"8102",8102,"AT3G17930",6.96330779679604e-11,FALSE,FALSE
"11967",11967,"AT4G30280",7.02785248717629e-11,FALSE,FALSE
"1233",1233,"AT1G18810",7.55169061301989e-11,FALSE,FALSE
"14196",14196,"AT5G24165",9.32830631274411e-11,FALSE,FALSE
"9807",9807,"AT3G57890",1.06687837213553e-10,FALSE,FALSE
"11465",11465,"AT4G23010",1.15305658902053e-10,FALSE,FALSE
"552",552,"AT1G08940",1.26505392808656e-10,FALSE,FALSE
"11089",11089,"AT4G16880",1.2869120371625e-10,FALSE,FALSE
"16477",16477,"AT5G67080",1.34102197255338e-10,FALSE,FALSE
"3918",3918,"AT1G75190",1.36542973310192e-10,FALSE,FALSE
"1379",1379,"AT1G21120",1.66715876989555e-10,FALSE,FALSE
"9047",9047,"AT3G46690",1.71483144774904e-10,FALSE,FALSE
"12166",12166,"AT4G32980",1.72240275131794e-10,FALSE,FALSE
"14238",14238,"AT5G24760",1.79873078453065e-10,FALSE,FALSE
"15321",15321,"AT5G50200",1.91446634641955e-10,FALSE,FALSE
"2581",2581,"AT1G52200",2.11456111018764e-10,FALSE,FALSE
"2773",2773,"AT1G55260",2.12167762198838e-10,FALSE,FALSE
"12364",12364,"AT4G35760",2.12631538738457e-10,FALSE,FALSE
"2243",2243,"AT1G43670",2.13967085310237e-10,FALSE,FALSE
"11972",11972,"AT4G30350",2.27585041897154e-10,FALSE,FALSE
"10293",10293,"AT4G01750",2.32650165728319e-10,FALSE,FALSE
"11998",11998,"AT4G30720",2.32919864192694e-10,FALSE,FALSE
"14980",14980,"AT5G44785",2.34045638834718e-10,FALSE,FALSE
"2672",2672,"AT1G53560",2.38437791259134e-10,FALSE,FALSE
"5179",5179,"AT2G22980",2.63718816437037e-10,FALSE,FALSE
"15358",15358,"AT5G50915",2.8572555864357e-10,FALSE,FALSE
"11416",11416,"AT4G22200",3.13169383988264e-10,FALSE,FALSE
"11201",11201,"AT4G18430",3.13285989489374e-10,FALSE,FALSE
"905",905,"AT1G14130",3.2001053665015e-10,FALSE,FALSE
"12976",12976,"AT5G05340",3.29882911857667e-10,FALSE,FALSE
"14884",14884,"AT5G43570",3.34840215526485e-10,FALSE,FALSE
"5621",5621,"AT2G30170",4.26068006056002e-10,FALSE,FALSE
"3526",3526,"AT1G69450",4.261907391619e-10,FALSE,FALSE
"9778",9778,"AT3G57450",4.26727805976727e-10,FALSE,FALSE
"7289",7289,"AT3G06490",4.5674040034657e-10,FALSE,FALSE
"14306",14306,"AT5G25940",4.85544863082983e-10,FALSE,FALSE
"3244",3244,"AT1G64970",4.91011421819899e-10,FALSE,FALSE
"14618",14618,"AT5G38900",5.0743047350703e-10,FALSE,FALSE
"12629",12629,"AT4G39330",5.22432788426375e-10,FALSE,FALSE
"6294",6294,"AT2G39900",6.21940889039621e-10,FALSE,FALSE
"2067",2067,"AT1G32920",6.30529494276177e-10,FALSE,FALSE
"15",15,"AT1G01170",6.6845798767839e-10,FALSE,FALSE
"8006",8006,"AT3G16530",7.05385378448591e-10,FALSE,FALSE
"12494",12494,"AT4G37520",7.28213093277538e-10,FALSE,FALSE
"3276",3276,"AT1G65486",7.41887671988727e-10,FALSE,FALSE
"2941",2941,"AT1G59700",7.58690749142174e-10,FALSE,FALSE
"5650",5650,"AT2G30570",8.17580208749225e-10,FALSE,FALSE
"13620",13620,"AT5G15310",8.27622335634996e-10,FALSE,FALSE
"3108",3108,"AT1G62780",8.31718187252802e-10,FALSE,FALSE
"2045",2045,"AT1G32470",8.49356903985562e-10,FALSE,FALSE
"10632",10632,"AT4G09890",8.55451229956562e-10,FALSE,FALSE
"5311",5311,"AT2G25470",8.56738363686793e-10,FALSE,FALSE
"6480",6480,"AT2G42360",8.96609747021746e-10,FALSE,FALSE
"13677",13677,"AT5G16170",9.20128625899286e-10,FALSE,FALSE
"7364",7364,"AT3G07460",9.20552301479482e-10,FALSE,FALSE
"5790",5790,"AT2G32560",9.89656826765791e-10,FALSE,FALSE
"1263",1263,"AT1G19350",1.016681093147e-09,FALSE,FALSE
"12766",12766,"AT5G02230",1.03780808805114e-09,FALSE,FALSE
"6256",6256,"AT2G39420",1.06169170106088e-09,FALSE,FALSE
"15789",15789,"AT5G57345",1.12212183997205e-09,FALSE,FALSE
"14638",14638,"AT5G39530",1.1439993797932e-09,FALSE,FALSE
"8452",8452,"AT3G23250",1.14694385604162e-09,FALSE,FALSE
"1236",1236,"AT1G18860",1.16569293123425e-09,FALSE,FALSE
"5741",5741,"AT2G31865",1.18054102750055e-09,FALSE,FALSE
"1978",1978,"AT1G31420",1.2730816773081e-09,FALSE,FALSE
"5456",5456,"AT2G27660",1.29171990056347e-09,FALSE,FALSE
"2035",2035,"AT1G32350",1.36784447084692e-09,FALSE,FALSE
"14726",14726,"AT5G41050",1.53534499041661e-09,FALSE,FALSE
"657",657,"AT1G10360",1.53796110124062e-09,FALSE,FALSE
"15764",15764,"AT5G57035",1.55211968410365e-09,FALSE,FALSE
"14973",14973,"AT5G44680",1.56724238807195e-09,FALSE,FALSE
"15155",15155,"AT5G47640",1.67920169280026e-09,FALSE,FALSE
"1475",1475,"AT1G22530",1.71987063984271e-09,FALSE,FALSE
"14906",14906,"AT5G43870",1.90864969671904e-09,FALSE,FALSE
"3581",3581,"AT1G70280",2.01001791115537e-09,FALSE,FALSE
"15906",15906,"AT5G58940",2.02644201986022e-09,FALSE,FALSE
"1940",1940,"AT1G30757",2.1056380772133e-09,FALSE,FALSE
"1962",1962,"AT1G31173",2.27513717996119e-09,FALSE,FALSE
"7819",7819,"AT3G14060",2.32004880620127e-09,FALSE,FALSE
"6814",6814,"AT2G47130",2.40226293253755e-09,FALSE,FALSE
"12131",12131,"AT4G32570",2.58673074628233e-09,FALSE,FALSE
"5483",5483,"AT2G28110",2.6070273897887e-09,FALSE,FALSE
"6024",6024,"AT2G36145",2.72201108606236e-09,FALSE,FALSE
"15863",15863,"AT5G58375",2.86526323107634e-09,FALSE,FALSE
"9244",9244,"AT3G49930",2.88681463391698e-09,FALSE,FALSE
"9224",9224,"AT3G49620",2.9581684611303e-09,FALSE,FALSE
"14502",14502,"AT5G35700",2.99531852157972e-09,FALSE,FALSE
"16073",16073,"AT5G61560",3.12496827699991e-09,FALSE,FALSE
"11141",11141,"AT4G17615",3.20662208267884e-09,FALSE,FALSE
"7556",7556,"AT3G10520",3.24481613805696e-09,FALSE,FALSE
"11693",11693,"AT4G26200",3.37842867339078e-09,FALSE,FALSE
"16106",16106,"AT5G62140",3.45516386053563e-09,FALSE,FALSE
"14200",14200,"AT5G24230",3.45894773669594e-09,FALSE,FALSE
"7795",7795,"AT3G13750",3.48473889482979e-09,FALSE,FALSE
"1280",1280,"AT1G19640",3.5110075200173e-09,FALSE,FALSE
"5642",5642,"AT2G30490",3.52308347659924e-09,FALSE,FALSE
"3768",3768,"AT1G73080",3.56292759551145e-09,FALSE,FALSE
"14830",14830,"AT5G42765",3.60510959037159e-09,FALSE,FALSE
"13180",13180,"AT5G08370",3.62276717914799e-09,FALSE,FALSE
"3925",3925,"AT1G75280",3.69167291868171e-09,FALSE,FALSE
"10577",10577,"AT4G08555",3.76996316537536e-09,FALSE,FALSE
"7352",7352,"AT3G07310",3.98849246907267e-09,FALSE,FALSE
"5093",5093,"AT2G21370",4.30206536381634e-09,FALSE,FALSE
"7818",7818,"AT3G14050",4.43585649671952e-09,FALSE,FALSE
"11132",11132,"AT4G17500",4.50537324448527e-09,FALSE,FALSE
"5410",5410,"AT2G26930",4.69726392429566e-09,FALSE,FALSE
"2172",2172,"AT1G35560",4.92021549689351e-09,FALSE,FALSE
"3290",3290,"AT1G65730",4.93068111320656e-09,FALSE,FALSE
"13709",13709,"AT5G16570",4.94017212132168e-09,FALSE,FALSE
"3729",3729,"AT1G72520",5.03811921827337e-09,FALSE,FALSE
"6477",6477,"AT2G42320",5.09797005536974e-09,FALSE,FALSE
"13313",13313,"AT5G10690",5.16316505996124e-09,FALSE,FALSE
"15127",15127,"AT5G47230",5.87995839837259e-09,FALSE,FALSE
"9355",9355,"AT3G51660",6.06933857910793e-09,FALSE,FALSE
"16465",16465,"AT5G66850",6.1756551171005e-09,FALSE,FALSE
"14836",14836,"AT5G42830",6.22131380581112e-09,FALSE,FALSE
"6870",6870,"AT2G47910",6.41540808154467e-09,FALSE,FALSE
"12810",12810,"AT5G02890",6.44831915992817e-09,FALSE,FALSE
