"","X","id","p_value","significant","significant_fdr"
"231",231,"AT1G04420",1.30103417526226e-09,TRUE,FALSE
"4604",4604,"AT2G07688",1.31162927537714e-09,TRUE,FALSE
"13441",13441,"AT5G12900",1.32890811644244e-09,TRUE,FALSE
"4910",4910,"AT2G18710",1.33589042604866e-09,TRUE,FALSE
"6793",6793,"AT2G46910",1.33837049514744e-09,TRUE,FALSE
"13964",13964,"AT5G20280",1.35120961883769e-09,TRUE,FALSE
"1775",1775,"AT1G28150",1.35927227989782e-09,TRUE,FALSE
"2030",2030,"AT1G32350",1.36561716495546e-09,TRUE,FALSE
"11808",11808,"AT4G28080",1.41055006436917e-09,TRUE,FALSE
"14709",14709,"AT5G41050",1.53513311692091e-09,TRUE,FALSE
"654",654,"AT1G10360",1.53640086618989e-09,TRUE,FALSE
"15812",15812,"AT5G57960",1.55204859699072e-09,TRUE,FALSE
"15747",15747,"AT5G57035",1.55210067435417e-09,TRUE,FALSE
"1423",1423,"AT1G21750",1.58329987522232e-09,TRUE,FALSE
"10273",10273,"AT4G01670",1.62147760291923e-09,TRUE,FALSE
"5095",5095,"AT2G21520",1.64651969412837e-09,TRUE,FALSE
"14261",14261,"AT5G25450",1.65224824312612e-09,TRUE,FALSE
"3050",3050,"AT1G61790",1.67989352583302e-09,TRUE,FALSE
"1537",1537,"AT1G23400",1.7047950006867e-09,TRUE,FALSE
"6278",6278,"AT2G39800",1.71728383326034e-09,TRUE,FALSE
"15753",15753,"AT5G57110",1.74436815093055e-09,TRUE,FALSE
"6823",6823,"AT2G47410",1.7565768338462e-09,TRUE,FALSE
"12783",12783,"AT5G02790",1.80733357384829e-09,TRUE,FALSE
"9503",9503,"AT3G53800",1.83069412198887e-09,TRUE,FALSE
"3301",3301,"AT1G66130",1.84836052729156e-09,TRUE,FALSE
"9046",9046,"AT3G46970",1.85202657345848e-09,TRUE,FALSE
"10559",10559,"AT4G08500",1.8650033652873e-09,TRUE,FALSE
"8618",8618,"AT3G26230",1.89444426544686e-09,TRUE,FALSE
"10010",10010,"AT3G61470",1.90802334829874e-09,TRUE,FALSE
"4357",4357,"AT2G01570",1.9396541571249e-09,TRUE,FALSE
"9628",9628,"AT3G55470",1.94956856059236e-09,TRUE,FALSE
"15308",15308,"AT5G50250",1.98272282474062e-09,TRUE,FALSE
"9004",9004,"AT3G46110",1.99802722544574e-09,TRUE,FALSE
"12255",12255,"AT4G34390",1.99818106398983e-09,TRUE,FALSE
"3574",3574,"AT1G70280",2.00904896731387e-09,TRUE,FALSE
"13963",13963,"AT5G20270",2.02761614555263e-09,TRUE,FALSE
"16020",16020,"AT5G61010",2.04037223658543e-09,TRUE,FALSE
"14887",14887,"AT5G43850",2.04579269891638e-09,TRUE,FALSE
"12571",12571,"AT4G38770",2.05669494650249e-09,TRUE,FALSE
"14813",14813,"AT5G42765",2.07003260318114e-09,TRUE,FALSE
"9182",9182,"AT3G49140",2.098733426463e-09,TRUE,FALSE
"1936",1936,"AT1G30757",2.10463063380672e-09,TRUE,FALSE
"8101",8101,"AT3G18080",2.12234774327467e-09,TRUE,FALSE
"2135",2135,"AT1G34370",2.26999337626725e-09,TRUE,FALSE
"1958",1958,"AT1G31173",2.27491141269217e-09,TRUE,FALSE
"15102",15102,"AT5G47110",2.2976632557006e-09,TRUE,FALSE
"10950",10950,"AT4G15450",2.30706894614482e-09,TRUE,FALSE
"6803",6803,"AT2G47130",2.40670147305296e-09,TRUE,FALSE
"9211",9211,"AT3G49620",2.463646433466e-09,TRUE,FALSE
"15084",15084,"AT5G46790",2.49039342964733e-09,TRUE,FALSE
"10838",10838,"AT4G13840",2.49667645303648e-09,TRUE,FALSE
"2173",2173,"AT1G35680",2.56358321176818e-09,TRUE,FALSE
"14997",14997,"AT5G45380",2.58434615071806e-09,TRUE,FALSE
"12114",12114,"AT4G32570",2.58542093367956e-09,TRUE,FALSE
"14944",14944,"AT5G44572",2.60254607770788e-09,TRUE,FALSE
"5476",5476,"AT2G28110",2.60644058076181e-09,TRUE,FALSE
"4562",4562,"AT2G05830",2.64764067429141e-09,TRUE,FALSE
"9495",9495,"AT3G53700",2.68681133314734e-09,TRUE,FALSE
"6017",6017,"AT2G36145",2.72158447725946e-09,TRUE,FALSE
"10686",10686,"AT4G11175",2.73091492726615e-09,TRUE,FALSE
"11854",11854,"AT4G28750",2.7455863815319e-09,TRUE,FALSE
"6949",6949,"AT3G02050",2.80296417827892e-09,TRUE,FALSE
"15846",15846,"AT5G58375",2.86372010047737e-09,TRUE,FALSE
"6834",6834,"AT2G47590",2.86467948020242e-09,TRUE,FALSE
"9231",9231,"AT3G49930",2.88668353158093e-09,TRUE,FALSE
"9527",9527,"AT3G54110",2.92040360950587e-09,TRUE,FALSE
"8021",8021,"AT3G16910",2.92132189931699e-09,TRUE,FALSE
"4594",4594,"AT2G07360",2.93321789490612e-09,TRUE,FALSE
"3751",3751,"AT1G72910",2.94769534209952e-09,TRUE,FALSE
"5358",5358,"AT2G26250",3.01358589679454e-09,TRUE,FALSE
"5126",5126,"AT2G22250",3.0486072575258e-09,TRUE,FALSE
"15559",15559,"AT5G54290",3.05354915941993e-09,TRUE,FALSE
"2415",2415,"AT1G49380",3.17310315476157e-09,TRUE,FALSE
"13879",13879,"AT5G19240",3.18467305808205e-09,TRUE,FALSE
"11126",11126,"AT4G17615",3.20488800962325e-09,TRUE,FALSE
"15157",15157,"AT5G47840",3.24651042400833e-09,TRUE,FALSE
"6286",6286,"AT2G39900",3.31873680633872e-09,TRUE,FALSE
"16089",16089,"AT5G62140",3.47116230497067e-09,TRUE,FALSE
"5597",5597,"AT2G29980",3.49457851974487e-09,TRUE,FALSE
"13163",13163,"AT5G08370",3.62281250600153e-09,TRUE,FALSE
"11809",11809,"AT4G28085",3.63256832361824e-09,TRUE,FALSE
"13074",13074,"AT5G07010",3.66326008433682e-09,TRUE,FALSE
"3918",3918,"AT1G75280",3.69129857678135e-09,TRUE,FALSE
"11493",11493,"AT4G23650",3.69720010622825e-09,TRUE,FALSE
"12461",12461,"AT4G37300",3.70574571797769e-09,TRUE,FALSE
"15875",15875,"AT5G58710",3.73115374614547e-09,TRUE,FALSE
"4101",4101,"AT1G77885",3.7792000444347e-09,TRUE,FALSE
"649",649,"AT1G10290",3.78058960204246e-09,TRUE,FALSE
"15928",15928,"AT5G59540",3.78107441253213e-09,TRUE,FALSE
"77",77,"AT1G02080",3.84668383342461e-09,TRUE,FALSE
"12698",12698,"AT5G01450",3.8603355775508e-09,TRUE,FALSE
"15160",15160,"AT5G47870",3.92035703372859e-09,TRUE,FALSE
"1523",1523,"AT1G23180",4.05167792696397e-09,TRUE,FALSE
"2839",2839,"AT1G56220",4.07013205476781e-09,TRUE,FALSE
"10835",10835,"AT4G13800",4.17083937679927e-09,TRUE,FALSE
"14732",14732,"AT5G41400",4.35765661462086e-09,TRUE,FALSE
"13508",13508,"AT5G13770",4.38705066729852e-09,TRUE,FALSE
"6271",6271,"AT2G39730",4.62187487237767e-09,TRUE,FALSE
"12629",12629,"AT4G39640",4.6281006300465e-09,TRUE,FALSE
"3577",3577,"AT1G70310",4.73240908228487e-09,TRUE,FALSE
"11061",11061,"AT4G16760",4.84913362492555e-09,TRUE,FALSE
"15887",15887,"AT5G58920",4.8731174135442e-09,TRUE,FALSE
"5859",5859,"AT2G33710",4.87360015914225e-09,TRUE,FALSE
"4195",4195,"AT1G79245",4.87569718357336e-09,TRUE,FALSE
"2167",2167,"AT1G35560",4.89594524272178e-09,TRUE,FALSE
"16317",16317,"AT5G65220",4.91732931902241e-09,TRUE,FALSE
"15759",15759,"AT5G57170",4.93485769055196e-09,TRUE,FALSE
"11467",11467,"AT4G23230",5.00063810472137e-09,TRUE,FALSE
"8722",8722,"AT3G27750",5.03666955397683e-09,TRUE,FALSE
"10275",10275,"AT4G01690",5.05854640994736e-09,TRUE,FALSE
"9034",9034,"AT3G46690",5.08192094482081e-09,TRUE,FALSE
"13581",13581,"AT5G14930",5.17028194549924e-09,TRUE,FALSE
"4812",4812,"AT2G17190",5.1780975149171e-09,TRUE,FALSE
"8183",8183,"AT3G19260",5.24117254473719e-09,TRUE,FALSE
"14631",14631,"AT5G39740",5.28780589644574e-09,TRUE,FALSE
"8453",8453,"AT3G23490",5.38876022953336e-09,TRUE,FALSE
"10148",10148,"AT3G63520",5.39334789604342e-09,TRUE,FALSE
"11470",11470,"AT4G23270",5.41365506598292e-09,TRUE,FALSE
"6587",6587,"AT2G44050",5.48571501750324e-09,TRUE,FALSE
"6807",6807,"AT2G47190",5.61314814245375e-09,TRUE,FALSE
"4809",4809,"AT2G17120",5.71128247864411e-09,TRUE,FALSE
"15440",15440,"AT5G52440",5.95689601355494e-09,TRUE,FALSE
"13200",13200,"AT5G08760",5.96775627283471e-09,TRUE,FALSE
"15746",15746,"AT5G57030",6.02698553976401e-09,TRUE,FALSE
"1389",1389,"AT1G21350",6.14420204221497e-09,TRUE,FALSE
"8615",8615,"AT3G26180",6.19126099657515e-09,TRUE,FALSE
"6154",6154,"AT2G38170",6.20703881399344e-09,TRUE,FALSE
"15199",15199,"AT5G48530",6.36602200988641e-09,TRUE,FALSE
"1873",1873,"AT1G29920",6.4578519933136e-09,TRUE,FALSE
"5471",5471,"AT2G28000",6.47381544199363e-09,TRUE,FALSE
"12238",12238,"AT4G34190",6.56380741654859e-09,TRUE,FALSE
"10251",10251,"AT4G01330",6.82242500579715e-09,TRUE,FALSE
"4366",4366,"AT2G01670",6.93973779771127e-09,TRUE,FALSE
"12721",12721,"AT5G01800",7.02590399547497e-09,TRUE,FALSE
"15675",15675,"AT5G55960",7.10185017215423e-09,TRUE,FALSE
"3183",3183,"AT1G64280",7.33189565098204e-09,TRUE,FALSE
"12642",12642,"AT4G39830",7.33303618402815e-09,TRUE,FALSE
"13126",13126,"AT5G07900",7.39176057708956e-09,TRUE,FALSE
"12975",12975,"AT5G05580",7.6218420234939e-09,TRUE,FALSE
"15438",15438,"AT5G52420",7.65316614823826e-09,TRUE,FALSE
"579",579,"AT1G09340",7.68252836341903e-09,TRUE,FALSE
"7245",7245,"AT3G06140",7.72659506668414e-09,TRUE,FALSE
"12554",12554,"AT4G38560",7.73840609923269e-09,TRUE,FALSE
"5073",5073,"AT2G21210",7.82660725822284e-09,TRUE,FALSE
"10989",10989,"AT4G15920",7.94838428030384e-09,TRUE,FALSE
"15783",15783,"AT5G57510",8.00300546271803e-09,TRUE,FALSE
"14652",14652,"AT5G40150",8.0033364050833e-09,TRUE,FALSE
"1495",1495,"AT1G22850",8.07802736386986e-09,TRUE,FALSE
"699",699,"AT1G10960",8.60222134334173e-09,TRUE,FALSE
"9203",9203,"AT3G49530",8.6365052605856e-09,TRUE,FALSE
"10433",10433,"AT4G04350",8.65142686120075e-09,TRUE,FALSE
"15217",15217,"AT5G48790",8.77134938832485e-09,TRUE,FALSE
"1874",1874,"AT1G29930",8.86762776169081e-09,TRUE,FALSE
"12507",12507,"AT4G37930",9.04299141962977e-09,TRUE,FALSE
"4163",4163,"AT1G78830",9.14386324743199e-09,TRUE,FALSE
"15674",15674,"AT5G55950",9.19181177155861e-09,TRUE,FALSE
"10412",10412,"AT4G03520",9.22962198752888e-09,TRUE,FALSE
"9484",9484,"AT3G53520",9.49565535360477e-09,TRUE,FALSE
"2740",2740,"AT1G54710",9.5001858750452e-09,TRUE,FALSE
"6879",6879,"AT3G01060",9.58334397053463e-09,TRUE,FALSE
"8125",8125,"AT3G18390",9.76864442223699e-09,TRUE,FALSE
"5199",5199,"AT2G23450",9.93520316855567e-09,TRUE,FALSE
"5068",5068,"AT2G21160",1.00256426923352e-08,TRUE,FALSE
"1636",1636,"AT1G25560",1.00887943265143e-08,TRUE,FALSE
"1122",1122,"AT1G17200",1.01260926070315e-08,TRUE,FALSE
"10868",10868,"AT4G14270",1.01371856696375e-08,TRUE,FALSE
"15561",15561,"AT5G54310",1.02316240292247e-08,TRUE,FALSE
"4726",4726,"AT2G15290",1.03303786984109e-08,TRUE,FALSE
"3293",3293,"AT1G65930",1.05560985969918e-08,TRUE,FALSE
"1453",1453,"AT1G22280",1.07289599875003e-08,TRUE,FALSE
"6210",6210,"AT2G38870",1.08118720059635e-08,TRUE,FALSE
"2361",2361,"AT1G48350",1.09018298780155e-08,TRUE,FALSE
"15395",15395,"AT5G51720",1.10600101665539e-08,TRUE,FALSE
"12323",12323,"AT4G35360",1.12281903446118e-08,TRUE,FALSE
"5403",5403,"AT2G26930",1.12285777883091e-08,TRUE,FALSE
"7171",7171,"AT3G05120",1.12745657923825e-08,TRUE,FALSE
"9073",9073,"AT3G47520",1.1503557665491e-08,TRUE,FALSE
"7848",7848,"AT3G14650",1.16087213132989e-08,TRUE,FALSE
"2069",2069,"AT1G33040",1.17051894726333e-08,TRUE,FALSE
"3176",3176,"AT1G64150",1.23162972518471e-08,TRUE,FALSE
"8580",8580,"AT3G25660",1.2407646376342e-08,TRUE,FALSE
"5444",5444,"AT2G27510",1.24499914256329e-08,TRUE,FALSE
"3581",3581,"AT1G70370",1.25874731103937e-08,TRUE,FALSE
"4065",4065,"AT1G77380",1.25924189537236e-08,TRUE,FALSE
"4335",4335,"AT2G01180",1.26843264725413e-08,TRUE,FALSE
"10198",10198,"AT4G00660",1.30027996212484e-08,TRUE,FALSE
"12280",12280,"AT4G34730",1.31955977185743e-08,TRUE,FALSE
"11181",11181,"AT4G18370",1.32600744757748e-08,TRUE,FALSE
"9290",9290,"AT3G50920",1.36373874733787e-08,TRUE,FALSE
"3217",3217,"AT1G64680",1.36500632412684e-08,TRUE,FALSE
"1006",1006,"AT1G15430",1.37533055495075e-08,TRUE,FALSE
"10695",10695,"AT4G11330",1.39664317852187e-08,TRUE,FALSE
"14473",14473,"AT5G35490",1.44912473877391e-08,TRUE,FALSE
"511",511,"AT1G08470",1.45048222802214e-08,TRUE,FALSE
"8233",8233,"AT3G19910",1.45626102730833e-08,TRUE,FALSE
"12878",12878,"AT5G04140",1.50553292011543e-08,TRUE,FALSE
"6828",6828,"AT2G47485",1.51280129202919e-08,TRUE,FALSE
"8676",8676,"AT3G27020",1.52021932953026e-08,TRUE,FALSE
"8970",8970,"AT3G45300",1.57243414996214e-08,TRUE,FALSE
"13819",13819,"AT5G18480",1.57666748413549e-08,TRUE,FALSE
"5495",5495,"AT2G28360",1.65402228295257e-08,TRUE,FALSE
"3247",3247,"AT1G65070",1.69789881133342e-08,TRUE,FALSE
"5057",5057,"AT2G20960",1.70236313602572e-08,TRUE,FALSE
"5219",5219,"AT2G23890",1.71607464738483e-08,TRUE,FALSE
"9400",9400,"AT3G52400",1.71824570361697e-08,TRUE,FALSE
"13580",13580,"AT5G14920",1.73493782225367e-08,TRUE,FALSE
"7536",7536,"AT3G10405",1.73712780319129e-08,TRUE,FALSE
"10798",10798,"AT4G13170",1.73866279656101e-08,TRUE,FALSE
"9157",9157,"AT3G48720",1.74450788604156e-08,TRUE,FALSE
"13504",13504,"AT5G13730",1.74772714393716e-08,TRUE,FALSE
"14541",14541,"AT5G37590",1.77167564931461e-08,TRUE,FALSE
"11489",11489,"AT4G23610",1.78805868331332e-08,TRUE,FALSE
"2402",2402,"AT1G49050",1.78898304057456e-08,TRUE,FALSE
"6137",6137,"AT2G37940",1.85975823991437e-08,TRUE,FALSE
"9065",9065,"AT3G47420",1.87234121788036e-08,TRUE,FALSE
"10785",10785,"AT4G12970",1.8740723334794e-08,TRUE,FALSE
"4538",4538,"AT2G05100",1.90347563051464e-08,TRUE,FALSE
"8989",8989,"AT3G45860",1.91269315204896e-08,TRUE,FALSE
"385",385,"AT1G06690",1.98943355657992e-08,TRUE,FALSE
"10752",10752,"AT4G12390",2.02618283093434e-08,TRUE,FALSE
"12303",12303,"AT4G35080",2.03449636960359e-08,TRUE,FALSE
"12653",12653,"AT4G39950",2.04738495001992e-08,TRUE,FALSE
"6350",6350,"AT2G40730",2.05709586485717e-08,TRUE,FALSE
"7991",7991,"AT3G16510",2.07833498865184e-08,TRUE,FALSE
"14421",14421,"AT5G28910",2.0815326152063e-08,TRUE,FALSE
"15757",15757,"AT5G57150",2.14947562185259e-08,TRUE,FALSE
"9051",9051,"AT3G47060",2.19610101510248e-08,TRUE,FALSE
"4504",4504,"AT2G04400",2.20512894756824e-08,TRUE,FALSE
"4661",4661,"AT2G12400",2.2127771561161e-08,TRUE,FALSE
"10137",10137,"AT3G63380",2.22725500412429e-08,TRUE,FALSE
"8064",8064,"AT3G17640",2.23886510082765e-08,TRUE,FALSE
"2606",2606,"AT1G52670",2.28882599806364e-08,TRUE,FALSE
"11507",11507,"AT4G23820",2.30150266600848e-08,TRUE,FALSE
"1837",1837,"AT1G29330",2.33155212653129e-08,TRUE,FALSE
"5475",5475,"AT2G28100",2.33373384215171e-08,TRUE,FALSE
"1598",1598,"AT1G24530",2.34719716967583e-08,TRUE,FALSE
"3030",3030,"AT1G61420",2.34915010030824e-08,TRUE,FALSE
"10784",10784,"AT4G12917",2.37989956208594e-08,TRUE,FALSE
"8273",8273,"AT3G20510",2.38426307683763e-08,TRUE,FALSE
"9144",9144,"AT3G48530",2.42265001370676e-08,TRUE,FALSE
"11278",11278,"AT4G20000",2.48548414397418e-08,TRUE,FALSE
"5750",5750,"AT2G32090",2.57196790525623e-08,TRUE,FALSE
"8051",8051,"AT3G17410",2.58494917638006e-08,TRUE,FALSE
"8387",8387,"AT3G22370",2.59617747587848e-08,TRUE,FALSE
"12230",12230,"AT4G34120",2.63389707745917e-08,TRUE,FALSE
"7013",7013,"AT3G02840",2.68384752152118e-08,TRUE,FALSE
"6156",6156,"AT2G38210",2.6865366924347e-08,TRUE,FALSE
"15517",15517,"AT5G53550",2.68800237206704e-08,TRUE,FALSE
"4806",4806,"AT2G17033",2.70612722974164e-08,TRUE,FALSE
"11200",11200,"AT4G18670",2.71941872995578e-08,TRUE,FALSE
"12456",12456,"AT4G37240",2.7220892127878e-08,TRUE,FALSE
"2610",2610,"AT1G52730",2.72414906833715e-08,TRUE,FALSE
"2694",2694,"AT1G54010",2.74993069459415e-08,TRUE,FALSE
"14048",14048,"AT5G22300",2.76825376776746e-08,TRUE,FALSE
"1330",1330,"AT1G20440",2.77949929107974e-08,TRUE,FALSE
"1878",1878,"AT1G29970",2.78160944047023e-08,TRUE,FALSE
"13402",13402,"AT5G12050",2.79463567949791e-08,TRUE,FALSE
"5629",5629,"AT2G30420",2.81183368706532e-08,TRUE,FALSE
"16123",16123,"AT5G62670",2.85514079556009e-08,TRUE,FALSE
"16484",16484,"AT5G67370",2.87102804388306e-08,TRUE,FALSE
"10278",10278,"AT4G01720",2.90047824379e-08,TRUE,FALSE
"15760",15760,"AT5G57180",2.95346185414694e-08,TRUE,FALSE
"13475",13475,"AT5G13390",3.03330780483853e-08,TRUE,FALSE
"12634",12634,"AT4G39710",3.04689382853469e-08,TRUE,FALSE
"2618",2618,"AT1G52870",3.0598977385669e-08,TRUE,FALSE
"3885",3885,"AT1G74790",3.09008729674777e-08,TRUE,FALSE
"10408",10408,"AT4G03450",3.13714979234502e-08,TRUE,FALSE
"14604",14604,"AT5G39020",3.19107625311297e-08,TRUE,FALSE
"10857",10857,"AT4G14100",3.22281242695908e-08,TRUE,FALSE
"415",415,"AT1G07110",3.27524346814957e-08,TRUE,FALSE
"3708",3708,"AT1G72330",3.33549445582816e-08,TRUE,FALSE
"1676",1676,"AT1G26650",3.34992882497485e-08,TRUE,FALSE
"14722",14722,"AT5G41210",3.35012316722509e-08,TRUE,FALSE
"6153",6153,"AT2G38140",3.44734403525877e-08,TRUE,FALSE
"1276",1276,"AT1G19610",3.46630242669934e-08,TRUE,FALSE
"6334",6334,"AT2G40475",3.46691630714676e-08,TRUE,FALSE
"12750",12750,"AT5G02240",3.47711995406123e-08,TRUE,FALSE
"14189",14189,"AT5G24314",3.56832581795554e-08,TRUE,FALSE
"859",859,"AT1G13390",3.58141674219571e-08,TRUE,FALSE
"16349",16349,"AT5G65640",3.58426627475649e-08,TRUE,FALSE
"12707",12707,"AT5G01560",3.60220634014262e-08,TRUE,FALSE
"3170",3170,"AT1G64040",3.63693829400667e-08,TRUE,FALSE
"16228",16228,"AT5G64090",3.63849198666147e-08,TRUE,FALSE
"3459",3459,"AT1G68585",3.71414323452988e-08,TRUE,FALSE
"5537",5537,"AT2G29020",3.72664301960152e-08,TRUE,FALSE
"3245",3245,"AT1G65040",3.78629667209873e-08,TRUE,FALSE
"9983",9983,"AT3G61080",3.78764372146951e-08,TRUE,FALSE
"936",936,"AT1G14580",3.78849867707867e-08,TRUE,FALSE
"13442",13442,"AT5G12930",3.82753770861944e-08,TRUE,FALSE
"9961",9961,"AT3G60690",3.83997071075604e-08,TRUE,FALSE
"8600",8600,"AT3G25920",3.89479669690586e-08,TRUE,FALSE
"3524",3524,"AT1G69520",3.89950794060089e-08,TRUE,FALSE
"2992",2992,"AT1G60850",3.93429479972535e-08,TRUE,FALSE
"11390",11390,"AT4G21990",3.96324045646456e-08,TRUE,FALSE
"956",956,"AT1G14790",3.99345457855011e-08,TRUE,FALSE
"14116",14116,"AT5G23280",3.99912188613243e-08,TRUE,FALSE
"1324",1324,"AT1G20340",4.01247534962647e-08,TRUE,FALSE
"1331",1331,"AT1G20450",4.03234398822944e-08,TRUE,FALSE
"7763",7763,"AT3G13470",4.03435822743206e-08,TRUE,FALSE
"7642",7642,"AT3G11840",4.04248373919332e-08,TRUE,FALSE
"1574",1574,"AT1G24150",4.07509771674945e-08,TRUE,FALSE
"1905",1905,"AT1G30380",4.09492335515793e-08,TRUE,FALSE
"4587",4587,"AT2G06925",4.2230572688663e-08,TRUE,FALSE
"14303",14303,"AT5G26340",4.31237498395778e-08,TRUE,FALSE
"55",55,"AT1G01730",4.3220166613777e-08,TRUE,FALSE
"11923",11923,"AT4G29900",4.36785008339757e-08,TRUE,FALSE
"4359",4359,"AT2G01600",4.4106513585078e-08,TRUE,FALSE
"11958",11958,"AT4G30390",4.48018825017141e-08,TRUE,FALSE
"8382",8382,"AT3G22290",4.54977543564661e-08,TRUE,FALSE
"6470",6470,"AT2G42350",4.56851622223279e-08,TRUE,FALSE
"11852",11852,"AT4G28730",4.63928276543862e-08,TRUE,FALSE
"9043",9043,"AT3G46930",4.68723075156634e-08,TRUE,FALSE
"11893",11893,"AT4G29400",4.69610060679829e-08,TRUE,FALSE
"15652",15652,"AT5G55620",4.70700784426372e-08,TRUE,FALSE
"4207",4207,"AT1G79460",4.78667539420894e-08,TRUE,FALSE
"13719",13719,"AT5G16930",4.89416794340085e-08,TRUE,FALSE
"1268",1268,"AT1G19450",4.93063963033406e-08,TRUE,FALSE
"11220",11220,"AT4G18975",4.99341044100357e-08,TRUE,FALSE
"9725",9725,"AT3G56910",5.04964440066372e-08,TRUE,FALSE
"7533",7533,"AT3G10380",5.07945686361943e-08,TRUE,FALSE
"11341",11341,"AT4G21380",5.08970974887297e-08,TRUE,FALSE
"5139",5139,"AT2G22475",5.12835026470267e-08,TRUE,FALSE
"11651",11651,"AT4G25840",5.12885267661807e-08,TRUE,FALSE
"14728",14728,"AT5G41340",5.17325726166404e-08,TRUE,FALSE
"9068",9068,"AT3G47470",5.19472021862647e-08,TRUE,FALSE
"4285",4285,"AT1G80480",5.20617929222494e-08,TRUE,FALSE
"13961",13961,"AT5G20230",5.30835805071418e-08,TRUE,FALSE
"10882",10882,"AT4G14420",5.35916543839782e-08,TRUE,FALSE
"12144",12144,"AT4G32920",5.36758390409768e-08,TRUE,FALSE
"8609",8609,"AT3G26085",5.37858289395214e-08,TRUE,FALSE
"9908",9908,"AT3G59880",5.38026710991432e-08,TRUE,FALSE
"9142",9142,"AT3G48500",5.41504640805738e-08,TRUE,FALSE
"4126",4126,"AT1G78210",5.42714950322654e-08,TRUE,FALSE
"2514",2514,"AT1G51110",5.55439906714855e-08,TRUE,FALSE
"2910",2910,"AT1G58290",5.59915545672546e-08,TRUE,FALSE
"1279",1279,"AT1G19660",5.66391055490685e-08,TRUE,FALSE
"3446",3446,"AT1G68390",5.67007843459332e-08,TRUE,FALSE
"2809",2809,"AT1G55850",5.69081554105414e-08,TRUE,FALSE
"15034",15034,"AT5G46080",5.74689157170434e-08,TRUE,FALSE
"4489",4489,"AT2G04070",5.79529291108105e-08,TRUE,FALSE
"7373",7373,"AT3G07670",5.80172303521807e-08,TRUE,FALSE
"7143",7143,"AT3G04760",5.85274107653265e-08,TRUE,FALSE
"1401",1401,"AT1G21525",5.92599579013197e-08,TRUE,FALSE
"9016",9016,"AT3G46440",5.93698881020362e-08,TRUE,FALSE
"15347",15347,"AT5G51010",5.94646832487228e-08,TRUE,FALSE
"15431",15431,"AT5G52280",5.97388095117773e-08,TRUE,FALSE
"10638",10638,"AT4G10180",6.11300808886216e-08,TRUE,FALSE
"4712",4712,"AT2G14910",6.14799280703414e-08,TRUE,FALSE
"7200",7200,"AT3G05560",6.22176270998758e-08,TRUE,FALSE
"7644",7644,"AT3G11880",6.2844838725073e-08,TRUE,FALSE
"13401",13401,"AT5G12040",6.30744288241708e-08,TRUE,FALSE
"10293",10293,"AT4G01935",6.49419309778615e-08,TRUE,FALSE
"1548",1548,"AT1G23740",6.62925478241181e-08,TRUE,FALSE
"6172",6172,"AT2G38410",6.66015493988937e-08,TRUE,FALSE
"6600",6600,"AT2G44230",6.66456760212557e-08,TRUE,FALSE
"12419",12419,"AT4G36730",6.73696900542981e-08,TRUE,FALSE
"3979",3979,"AT1G76160",6.79017939152127e-08,TRUE,FALSE
"449",449,"AT1G07620",6.80037660539968e-08,TRUE,FALSE
"10520",10520,"AT4G06744",6.92945446732348e-08,TRUE,FALSE
"1198",1198,"AT1G18360",6.95708864497296e-08,TRUE,FALSE
"4935",4935,"AT2G19160",6.98149393942836e-08,TRUE,FALSE
"9736",9736,"AT3G57050",7.04411893702535e-08,TRUE,FALSE
"11823",11823,"AT4G28300",7.18519893754373e-08,TRUE,FALSE
"13752",13752,"AT5G17450",7.22933488769501e-08,TRUE,FALSE
"2785",2785,"AT1G55490",7.24456493917957e-08,TRUE,FALSE
"16264",16264,"AT5G64510",7.32986683206488e-08,TRUE,FALSE
"13076",13076,"AT5G07030",7.40876010375393e-08,TRUE,FALSE
"1075",1075,"AT1G16460",7.41778143084733e-08,TRUE,FALSE
"9067",9067,"AT3G47450",7.43070935655574e-08,TRUE,FALSE
"10263",10263,"AT4G01540",7.4529450197913e-08,TRUE,FALSE
"1544",1544,"AT1G23560",7.48829487562432e-08,TRUE,FALSE
"15188",15188,"AT5G48400",7.56295297433056e-08,TRUE,FALSE
"10490",10490,"AT4G05160",7.70897701260825e-08,TRUE,FALSE
"3583",3583,"AT1G70420",7.82065330691185e-08,TRUE,FALSE
"948",948,"AT1G14700",7.85797643432116e-08,TRUE,FALSE
"979",979,"AT1G15125",8.25058963155592e-08,TRUE,FALSE
"12199",12199,"AT4G33666",8.28518056040847e-08,TRUE,FALSE
"6268",6268,"AT2G39710",8.28958343331635e-08,TRUE,FALSE
"422",422,"AT1G07180",8.43505928361353e-08,TRUE,FALSE
"5036",5036,"AT2G20725",8.46879966443699e-08,TRUE,FALSE
"9608",9608,"AT3G55250",8.52918592694592e-08,TRUE,FALSE
"10081",10081,"AT3G62600",8.57867398213865e-08,TRUE,FALSE
"12829",12829,"AT5G03390",8.64308311116174e-08,TRUE,FALSE
"12704",12704,"AT5G01530",8.86537593143377e-08,TRUE,FALSE
"7038",7038,"AT3G03150",9.04880105548569e-08,TRUE,FALSE
"9986",9986,"AT3G61140",9.19006664215964e-08,TRUE,FALSE
"14313",14313,"AT5G26690",9.24821245998511e-08,TRUE,FALSE
"4137",4137,"AT1G78450",9.2617271666202e-08,TRUE,FALSE
"6825",6825,"AT2G47440",9.26964935331994e-08,TRUE,FALSE
